occupation,count
Justice of Peace and Landed Proprietor,1
Justice of Peace and Medical Officer,1
Justice of Peace and Subsherieff of County Longford and Farmer,1
Justice of Peace and Wine Merchant,1
Justice of Peace for C R of Beswick-and Roxburgh,1
Justice of Peace for City of Belfast Traveller-Commercial (Whiskey),1
Justice of Peace for Co Antrim Farmer,1
Justice of Peace for Co Dublin,1
Justice of Peace for Co Kildare-Farmer.,1
Justice of Peace for County Dublin Urban Dist Councillor Blackrock P.L. Guardian Rathdown Union Chairman Dean's ? Board Owner House and Land Property,1
Justice of Peace for County Merchant,1
Justice of Peace for County of Dublin Managing Director Shanks and Co Ltd Mineral Worker Makers Dublin and Grand International Stoke Live Bray,1
Justice of Peace for Kerry and Pharmaceutical Chemist,1
Justice of Peace in Co Dub Secretary Belfast Bank Belfast,1
"Justice of Peace, Co Dublin House Building as Owner Annuitant from Houses Lands, Stocks, Shares, Funds",1
"Justice of Peace, Co Waterford Barrister at Law (Not Practising) Bengal Civil Service Retired",1
"Justice of Peace, Coal Merchant and C",1
"Justice of Peace, Farmer",1
"Justice of Peace, Grandmother of Cambridge University Farmer and Dividends",1
"Justice of Peace, Manufactrer Shirt",1
"Justice of Peace, No Occupation",1
"Justice of Peace, and Farmer",1
Justice of Peace-Farmer and Landlord,1
Justice of Peace-Land Agent,1
Justice of Peace-Wholesale Tea Merchant,1
Justice of Pean,1
Justice of Place and Landowner,1
Justice of Plate Farmer,1
Justice of Prace Director Flax Spinning Co,1
Justice of Race for Co Distiller,1
Justice of Race for Co Wexford Coroner for South Wexford General Medical Practitioner F.L.M.R.C.S. for P.I. Members of British Medical Association in Dt,1
Justice of Read Farmer,1
Justice of Reon Coy Counsillor Retired Cotton Broker Income Ireland Houses Divds and Interst of Money,1
Justice of The Peace Sub Postmaster Draper and General Merchant,1
Justice of The Peace and Merchant,1
Justice of Tun Peace,1
Justice of th Peace,1
Justice of the Paace J.P.D.L.,1
Justice of the Peace (Only),1
Justice of the Peace Alterman Contructor,1
Justice of the Peace Assistant Law and Commissioners,1
Justice of the Peace Auctioneer and Valmer,1
Justice of the Peace Bank Manager Land Agent,1
Justice of the Peace Brick Manufacture Etc,1
Justice of the Peace Butler Buyer,1
"Justice of the Peace C. and District Councellor, Farmer",1
Justice of the Peace Cattle Salesmaster Auctioner and Landowner,1
Justice of the Peace Co Clare Commercial Agent Insurance Agent,1
Justice of the Peace Co Cork for Practial S R C P. S.E Seg. H.F. Physicians Surgeon and ?,1
Justice of the Peace Co Kilkenny and Carlow,1
Justice of the Peace Co Limk Colonel C.B. R. Artillery Retired Dist.,1
Justice of the Peace Coachbuilder-Master,1
Justice of the Peace Col of Army Retired List. Income From Lands and Farm,1
Justice of the Peace Col of Dublin London,1
Justice of the Peace D. L.,1
Justice of the Peace Director of Public Companies Electrical Engineer,1
Justice of the Peace Director of the Belfast Banking Company ? Treasurer for City of Belfast Registrer for Corporation of Belfast,1
Justice of the Peace Draper,1
Justice of the Peace Estate of Agent or Land Agent,1
Justice of the Peace F Inst C Fc.S. Bentin Chemistry,1
Justice of the Peace Farmer and Assist. Land Commiest,1
Justice of the Peace Farmer and Manufacturer of Scythes Picklers and Michine Kinnes,1
Justice of the Peace Farmer and Merchant,1
Justice of the Peace Farmer and Provision Merchant,1
Justice of the Peace Farmer and Tape Manufacturer,1
Justice of the Peace For Co Dublin,1
Justice of the Peace Frabery Proprietor,1
Justice of the Peace General Ironmonger,1
Justice of the Peace General Merchant,1
Justice of the Peace Grocer and Provision Merchant,1
Justice of the Peace House and Estate Agent,1
Justice of the Peace Income from Land,1
Justice of the Peace Income from Land Co,1
Justice of the Peace Ironmonger,1
Justice of the Peace Land Agent,1
Justice of the Peace Land and Dividends,1
Justice of the Peace Land-Agent BA.Trinity College Dublin,1
Justice of the Peace Landed Proprietor Farmer,1
Justice of the Peace Late Major Kildare Militia,1
Justice of the Peace Linen Manufacturer,1
Justice of the Peace Maltster and Corn Merchant,1
Justice of the Peace Manufacturer,1
Justice of the Peace Master Builder,1
Justice of the Peace Medical Practitioner,1
Justice of the Peace Merchant,1
Justice of the Peace Merchant Draper Boots Leather,1
Justice of the Peace Newspaper Proprietor,1
Justice of the Peace Pawn Broker and Jeweller,1
Justice of the Peace Paymaster and Cashier in office of Paymaster general Dublin Castle,1
Justice of the Peace Physician and Surgeon,1
Justice of the Peace Provision Merchant,1
Justice of the Peace Railway Official,1
Justice of the Peace Retired Barrister at Law,1
Justice of the Peace Retired Draper,1
Justice of the Peace Retired Farmer,1
Justice of the Peace Retired Loan Fund Manager,1
Justice of the Peace Retired Merchants,1
Justice of the Peace Royal College of Ltd. Physician and Surgeons Physician Rogers,1
Justice of the Peace Rurd District Councillor Officer on Retired Pay,1
Justice of the Peace Soap Manufacturer,1
Justice of the Peace Spirit Merchant,1
Justice of the Peace Tea Merchant,1
Justice of the Peace Town Councillor Paper Manufacturer,1
Justice of the Peace Ware Houseman,1
Justice of the Peace Wine and Spirit Merchant,1
Justice of the Peace Woollen Draper,1
Justice of the Peace Woollen Manufacturer,1
Justice of the Peace and Commissioner for Oathes General Practitioner Queens University,1
Justice of the Peace and Dept Lieut,1
Justice of the Peace and Deputy Lietenant,1
"Justice of the Peace and Farmer, Private Means",1
Justice of the Peace and General Draper,1
Justice of the Peace and Gentleman Farmer,1
Justice of the Peace and Landed Proprietor,1
Justice of the Peace and Landlord,1
Justice of the Peace and Landowner and Gentleman Farmer,1
Justice of the Peace and Lessee of Tolls,1
Justice of the Peace and Linen Manufacturer Merchant,1
Justice of the Peace and Linen Marchant,1
Justice of the Peace and Linen Merchant,1
Justice of the Peace and Major 5th Royal Irish Fusiliers,1
Justice of the Peace and Manufacturer,1
Justice of the Peace and Merchant,1
Justice of the Peace and Merchant and Auctioneer,1
Justice of the Peace and Provision Merchant,1
Justice of the Peace for Co Antrim Linen Manufacturer (Handloom) also Farmer,1
Justice of the Peace for Co Cavan and Gentleman Farmer,1
Justice of the Peace no Profession,1
Justice of the Peace to County of Armagh No Occupation Ritd Bank Manager,1
"Justice of the Peace, Auctioneer",1
"Justice of the Peace, Barrister not in practice Retired Civil Servant",1
"Justice of the Peace, Deputy Sunlenans, Corn Merchant",1
"Justice of the Peace, District Counsellor and Land Proprietor",1
"Justice of the Peace, Draper",1
"Justice of the Peace, Farmer",1
"Justice of the Peace, Income from Land",1
"Justice of the Peace, Land Agent",1
"Justice of the Peace, Late Hon. Major (Melitia) Land Owner and Farmer",1
"Justice of the Peace, Pharmalist",1
Justice of the Peace-Barrister-at-Law-not in Actual Practice,1
"Justice of the Peace. Seller of Coal Iron, Hardward Seeds Grociers, Leather, Drugs and Occupion Farm",1
Justice of the Peace: Barrister-at Law (Not in Practice) Director of Railway,1
Justice of the Peace; late Captain in Army ?,1
Justice of the Pence Farmer,1
Justice of the Pence and Linen Merchant and Linen Blencher,1
Justice of the Peoll and Passed,1
Justice of the Pesce and Glazier,1
"Justice of the Piece, Landed Proprietor Farmer",1
Justice of the Pirce,1
Justice of the Place Barrister not in Actual Practice During Income from Land,1
Justice of the Place Merchant and Publican,1
Justice of the Place Surgeon and Physician Dublin University,1
Justice of the Place and Farmer,1
Justice of the Place of Deputy Lieutenant for Co. Mayo,1
Justice of the Race Farmer,1
Justice of the Race Insurance Scentary,1
Justice of the Race and Auctioneer,1
Justice of the peace B A J C D first asst Examiner Irish Land commission Barrister not mactich,1
Justice of the peace Farmer,1
Justice of the peace and Deputy Lieutenant,1
Justice of the place and Civil Engineer (Retired),1
Justice of the prease and Silk Mercer,1
Justics of Peace Land Agent,1
Justies of Pence Farmer,1
Justin of Peace ? Farmer,1
Justise of Peace Farmer,1
Justise of Peace and Farmer,1
Justive of peace land owner,1
Jute Agent,1
Jute Baller,1
Jute Beaming,1
Jute Factory Foreman,1
Jute Finisher,1
Jute Folder,1
Jute Jarn Beamer,1
Jute Manufacturer,1
Jute Manufacturer's Comercial Traveller,1
Jute Piecer of Works,1
Jute Preparer,1
Jute Preparing Overseer,1
Jute Roller,1
Jute Rover in Factory,1
Jute Sewer,1
Jute Sorter,1
Jute Spenner,1
Jute Spinner Sack Factory,1
Jute Tainter,1
Jute Tearer,1
Jute Twistframe,1
Jute Weaver Factory,1
Jute Winder Factory,1
Jute Worker,1
Jutor,1
Jwllery Assistant,1
Jwor Law Clerk,1
K / House Keeping,1
K C,1
K C B C V O Barrister not in Practice ? Civil Servant late Inspecter General of R I C,1
K C Parlour Maid Domestic Servants,1
K C R Tr? Solicitor of Director of Public Boats T P D L and Kings Procton,1
K C Recorder and County Court Judge of Londonderry,1
K Car Driver,1
K Cray Worker,1
K Maid,1
K Maid D.S,1
K Maid Domestic G Servant,1
K'Maid Domestic Servant,1
K-Maid Domestic,1
K-Maid Domestic Servant,1
K. A. Merchant Lord Mayor of Belfast,1
K. B and J. P. Nil,1
K. C. County Court Judge,1
K. L.,1
K. Maid,1
K. Maid D.S,1
K. Maid Domestic Servant,1
K. Maid Domestic Servent,1
K. Scholar National Teacher,1
K.C. M.P.,1
K.C.B. Civil Service,1
K.P.C From,1
K.S. Mrs,1
K? Co Meath,1
KA (JCD) JP Solicitor,1
KCB. JP. DL,1
Ka Wine Merchant D J,1
Kag Dealer,1
Kagilway Signalman,1
Kaitting Nets,1
Kamack Maker,1
Kang Setter,1
Kannel Man,1
Kat.-Lamp of Star of India Practising Barrister. (K.C. in England.),1
Katching,1
Kate Keeper,1
Kate Layer,1
Kate Lieut 5th Frances I.P for Co Kilkenny No Profession,1
Kate Scholar,1
Katie,1
Katter,1
Kay Labour,1
Kay Labourer,1
Kc not Practising,1
Keager in Mill,1
Keaging in Spinning Room,1
Keanell Man,1
Kearing Clerk,1
Keatting Sewing,1
Kecanple Clerk,1
Keeler,1
Keep,1
Keep Bathing Machine,1
Keep Home,1
Keep Hous to Brother,1
Keep House At None,1
Keep House and ?,1
Keep House for Family,1
Keep House for Son,1
Keep Husband,1
Keep Laundry,1
Keep Lodgers,1
Keep Lodgings,1
Keep My Own House,1
Keep One House,1
Keep a Dealing,1
Keep a Lodging House,1
Keep's House,1
Keepe House,1
Keeper Bording House,1
Keeper Domestic,1
Keeper Eating House,1
Keeper Furnished Apartments,1
Keeper Over Idiots,1
Keeper Resteraunt,1
Keeper Science and Not Muirness,1
Keeper Servant Registry Office,1
Keeper at Home,1
Keeper in Asylum,1
Keeper in Lunatic Board,1
Keeper in Saw Mill,1
Keeper of Body ?,1
Keeper of Cattle Lairs,1
Keeper of Chapel Royal Dublin,1
Keeper of Dining Rooms,1
Keeper of Dinning Rooms,1
Keeper of Dundalk Waterworks,1
Keeper of Flour Store,1
Keeper of Gate Lodge,1
Keeper of Ho,1
Keeper of Household,1
Keeper of Kennels,1
Keeper of Lodging - House,1
Keeper of Papers in Estate Duty Office,1
Keeper of Paying Guests,1
Keeper of Posting boxes,1
Keeper of Records in Land Commission Court,1
Keeper of Registry (Office),1
Keeper of Shop,1
Keeper of a Lodging House,1
Keeper of seeds Land Judge,1
Keeper of the Art and Indurstial Section Science art Museam Dublin,1
Keeper the House,1
Keeper's House,1
Keepig House,1
Keeping - House,1
Keeping Boarder,1
Keeping Boarders in Seamaker Season,1
Keeping Boarding House,1
Keeping Home,1
Keeping Hous,1
Keeping House Getting Outdoor Relief,1
Keeping House House Work,1
Keeping House Property,1
Keeping House Property Bank Clerk,1
Keeping House for Brother,1
Keeping House for Children,1
Keeping House or Farmers Wife,1
Keeping Lodgers,1
Keeping Lodging House,1
Keeping Own Louse,1
Keeping Rooms for Mother,1
Keeping Shop,1
Keeping in House,1
Keepinghouse,1
Keepings her Own House,1
Keepping House,1
Keepr House for Brother,1
Keeps A Lodging House,1
Keeps About Home,1
Keeps Binders,1
Keeps Boaders,1
Keeps Boarder,1
Keeps Boarding House,1
Keeps Boarding House and Cooks Domestic Servant,1
Keeps Boars,1
Keeps Bording House,1
Keeps Cows Pigs and Poltry,1
Keeps Furnishd Lodging,1
Keeps Grocery,1
Keeps Her Own House,1
Keeps House for Brothers,1
Keeps House for Cousin,1
Keeps House for Father,1
Keeps House for Mother,1
Keeps House for Nephew,1
Keeps House for Notiher,1
Keeps House for Son,1
Keeps House of Uncle,1
Keeps House to Father,1
Keeps Houses,1
Keeps Huse,1
Keeps Loding House,1
Keeps Logers,1
Keeps My House,1
Keeps Own House,1
Keeps Posting Establishment,1
Keeps Regestry Office,1
Keeps Shops and House,1
Keeps The House,1
Keeps Visitors and Income From House Property,1
Keeps a Huckstes Shop,1
Keeps a Killinery Shop,1
Keeps a Lodgening House,1
Keeps a Saddlers Shop,1
Keeps a Shop,1
Keeps a Small Shops,1
Keeps a boarding House,1
Keeps an Employment Agency,1
Keeps at Home,1
Keeps his own House,1
Keeps house,1
Keeps the Home,1
Keepsa Boarding House,1
Keepshouse for Family,1
Keeve Man,1
Keilliner and Mautle Maker,1
Keips Boarders,1
Keiveman,1
Keller Flax,1
Kelp Agent,1
"Kelpet, Natural Histry",1
Kemt Father,1
Kender Garder Teacher,1
Kenn? Dmt Servant,1
Kennal Man,1
Kennel Harper General Labourer,1
Kennel Helper,1
Kennel Huntman,1
Kennel Huntsman,1
Kennel Servant,1
Kennell Keeper,1
Kennell Man,1
Kennell Man Feeding Hounds,1
Kennelman Domestic Servant,1
Kennelman-Domestic Servant,1
Kennels Huntsman,1
Keper,1
Keper Daughter,1
Keping House,1
Keps Hous,1
Keps House,1
Kept House,1
Kept House for Husband,1
Kept a Cabin,1
Kept by Charity,1
Kept by Sister,1
Kept by Son in Law,1
Kept by Son in law,1
Kept by a Brother,1
Kept by a Friend,1
Kept by her Son in law,1
Kept by her Sons No Occupation,1
Kept of Relatives,1
Keptliy Daughter,1
Keptly Relative,1
Kerchief Folder,1
Kerengerandthouse,1
Kern Stitcher,1
Kern Winder,1
Kerner out in Workman,1
Kerry Knitter,1
Key Porter,1
Key labourer,1
Keys House,1
Kiarrie,1
Kichen Maid Domestic Servant,1
Kichenmaid Domestic Servant,1
Kichn Maid Dom,1
Kid,1
Kid Cutcher and Labourer,1
Kiddel Maker,1
Kids Car Driver,1
Kieveman,1
Kiggler,1
Kilchen Boy,1
Kiling Rabbits,1
Kill Burner,1
Killanney,1
Killarney Asylum Pensioner,1
Killn Man,1
Kilman Com Mills,1
Kiln Boy,1
Kiln Man Corn Mill,1
Kiln Man and Agrcult Labourer,1
Kiln Man in Belleek Pottery,1
Kiln Man in Corn Mill,1
Kiln Man in born Mill,1
Kiln-Man,1
Kiln-Man's Son,1
Kiln-Man-Domestic Servant,1
Kilnman Corn Mill,1
Kilnman and Labourer,1
Kilnman in Pottery,1
Kilnman-Domestic Servant,1
Kilnmans Daughter,1
Kilnmon,1
Kilnonan in Corn Mill,1
Kiluman,1
Kin Smith,1
Kindercarter Teacher,1
Kindergarten Governess,1
Kindly clarify the following doubts,1
Kinerant,1
Kinerant Violinist,1
King and Seal Engraver,1
King's Counsel,1
King's Counsel M A,1
King's Counsel in Practice,1
King's Counsel. In Actual Practice,1
King's Messenger,1
King's Scholar (Training College),1
Kingat Bachlor I P Managing Director City of Dublin Steam ?,1
Kinght Hospital Nurse,1
Kings Bench Clerk Four Courts,1
Kings Co,1
Kings College Cambridge Undergraduates,1
Kings Comorl,1
Kings Connal (or Practice),1
Kings Council,1
Kings Council in Actual Mecher,1
Kings Counsel (Practicing),1
Kings Counsel (Practising),1
Kings Counsel IP,1
Kings Counsel In Actual Practice,1
Kings Counsel JP is in only Partial Practise at the Bar,1
Kings Counsel Retired From Practise,1
Kings Counsel and Practising Barrister,1
Kings Counsel and Second Sergeant at Law Retired from Practice,1
Kings Counsel in Actual Practice,1
Kings Counsil (Practising),1
Kings Counsil M A S S D,1
Kings County Event to Practice,1
Kings L. Guards,1
Kings Rends Office,1
Kinner,1
Kinnetter,1
Kinotter,1
Kinsters Smoother,1
Kint and Sew,1
Kinting Labour,1
Kipien House,1
Kitch-Maid Domestic,1
Kitch. Md. D. S,1
Kitchan Maid (Dom Servt),1
Kitchan Maid Dom Servant,1
Kitchan Maid Domestic Servant Not Employed,1
Kitchan Maid Servant,1
Kitchan Porter,1
Kitchanmaid Domestic Sernt,1
Kitcheen Maid Domestic Servant,1
Kitchemaid,1
Kitcheman Domestic Serv,1
Kitchen - Maid,1
Kitchen - Maid - Domestic Servant,1
Kitchen Apprentice,1
Kitchen Attendant,1
Kitchen Boy - Domestic,1
Kitchen Boy Domestic,1
Kitchen Cook,1
Kitchen Domestic Maid,1
Kitchen Gardener,1
Kitchen Girl D S,1
Kitchen Girl Dom Servant,1
Kitchen Girl Domestic,1
Kitchen Girl Domestic Servant,1
Kitchen Girl-Domestic Servant,1
Kitchen Help,1
Kitchen Laundry Maid,1
Kitchen M Dometic Servant,1
Kitchen Mad Domestic Servt,1
Kitchen Maid - Dom Sevt,1
Kitchen Maid - Domestic Svt,1
Kitchen Maid ?,1
Kitchen Maid Asylum,1
Kitchen Maid Cook Domestic Servt,1
Kitchen Maid D Ser,1
Kitchen Maid D Sert,1
Kitchen Maid D Servt,1
Kitchen Maid D. S,1
Kitchen Maid D. Servt,1
Kitchen Maid D. Srvt,1
Kitchen Maid Do Servt,1
Kitchen Maid Doemstic Servant,1
Kitchen Maid Dom Sert,1
Kitchen Maid Dom Servt.,1
Kitchen Maid Dom. Servant,1
Kitchen Maid Dom. Servt.,1
Kitchen Maid Domc Servant,1
Kitchen Maid Domestic S.,1
Kitchen Maid Domestic Serant,1
Kitchen Maid Domestic Serv,1
Kitchen Maid Domestic Servant-Unemployed,1
Kitchen Maid Domestic Sevat,1
Kitchen Maid Domestic-Servant,1
Kitchen Maid Dtc Servt,1
Kitchen Maid House of Rest,1
Kitchen Maid Servt,1
"Kitchen Maid Unemployed, Domestic Serant",1
Kitchen Maid and D S,1
Kitchen Maid and Dom Servt,1
"Kitchen Maid, Domestic Servt",1
Kitchen Maid-D. Sert,1
Kitchen Maid-D. Servt,1
Kitchen Maid-Dom Servt,1
Kitchen Maid-Domestic Sert,1
Kitchen Maid-Domestic Sevt,1
Kitchen Maid-Servt,1
Kitchen Maid. Domestic,1
Kitchen Maid. Domestic Servant,1
Kitchen Main Domestic,1
Kitchen Man,1
Kitchen Man Domestic,1
Kitchen Man Servant Domestic,1
Kitchen Miad-Domestic Servant,1
Kitchen Parter Unemployed,1
Kitchen Poter not Working,1
Kitchen Ranger Fitter Unemployed,1
Kitchen Woman,1
Kitchen and Dairymaid,1
Kitchen and Dairymaid-Domestic Servant,1
Kitchen and Laundress Domestic,1
Kitchen maid Servant,1
Kitchen's Maid Domestic,1
"Kitchen, Maid Domestic Servant",1
"Kitchen, Porter",1
Kitchen-Boy-Domestic,1
Kitchen-Maid D. Servant,1
Kitchen-Maid Domc Servt,1
Kitchen-Maid Domestic,1
Kitchen-Maid Domestic Ser,1
"Kitchen-Maid, D. Servant",1
Kitchenboy,1
Kitchenboy Domestic Servant,1
Kitchenmaid (Domestic),1
Kitchenmaid - Domestic,1
Kitchenmaid D. S,1
Kitchenmaid D. Servant,1
Kitchenmaid D.S.,1
Kitchenmaid Dom Serv,1
Kitchenmaid Dom Servant,1
Kitchenmaid Dom St,1
Kitchenmaid Dom. Servt,1
Kitchenmaid Dom. Svt,1
Kitchenmaid Domest Servt,1
Kitchenmaid Domestic S,1
Kitchenmaid Domestic S.,1
Kitchenmaid Domestic Serant,1
Kitchenmaid Domestic Str,1
Kitchenmaid Domestic Svt,1
Kitchenmaid Domestick,1
