occupation,count
Winder Grad. T.C.D,1
Winder House Maid,1
Winder Lenin Yarn Factory,1
Winder Linear,1
Winder Linen (Ritired),1
Winder Linen Busin Trade,1
Winder Linen Fact,1
Winder Linen Maker,1
Winder Linen Mill Worker,1
Winder Linen Trade,1
Winder Linen Yard,1
Winder Linen in Factory,1
Winder Linnen (Textile Worker),1
Winder Machine,1
Winder Marter,1
Winder Mill - Worker,1
Winder Mill Works,1
Winder Rope Factory,1
Winder Ropeworks,1
Winder Textile Factory,1
Winder Thread Works,1
Winder Twine,1
Winder W. Factory,1
Winder Weaver Factory,1
Winder Weft Wool,1
Winder Woolen Factory,1
Winder Work,1
Winder Worker in Spinning Mill,1
Winder York St Factory,1
Winder and Linen Factory,1
Winder for Looms,1
Winder for Looms in Factory (Woolen),1
Winder in (Linen) Factory,1
Winder in Cotton Factory,1
Winder in Damask Factory,1
Winder in Factorey,1
Winder in Factory worker,1
Winder in Flax Factory,1
Winder in Flax Mills,1
Winder in Flour Mill,1
Winder in Hemstitch Factory,1
Winder in Hosier,1
Winder in Li Mill,1
Winder in Linen,1
Winder in Linen Broading,1
Winder in Linen Fac Weaver,1
Winder in Linen Factor,1
Winder in Linen Fractory,1
Winder in Linen Mill Unemployed,1
Winder in Linen Spinning Mill,1
Winder in Linen Weaving Factory,1
Winder in Linen factory,1
Winder in Linen in Factory,1
Winder in Linnen Mill,1
Winder in Linner Foot,1
Winder in Linon Factory,1
Winder in Mick,1
Winder in Mill Factory Hand,1
Winder in Mill in (Linen),1
Winder in Mills,1
Winder in Roap Worker,1
Winder in Ropeworks,1
Winder in Wanng Mill,1
Winder in Waving Factory,1
Winder in Woollen Mill,1
Winder in Yarn Factory,1
Winder in the Factory,1
Winder in the Mill Linen,1
Winder is Factory,1
Winder linen,1
Winder of Bobbins,1
Winder of Cotton,1
Winder of Lemen Yarn,1
Winder of Linen Damask,1
Winder of Linen Factory,1
Winder of Linen Yarn in Factory,1
Winder of Linen Yarns,1
Winder of Linnen Thresa,1
Winder of Linnen Warp,1
Winder of Wool,1
Winder of Yarn in Factory,1
Winder of Yarn's,1
Winder on Factory,1
Winder's in Tweed Factory,1
"Winder, Weaver, Factory",1
Winder-Cotton,1
Winder-Linen Yarn,1
Winder-Weaving Factory,1
Winder-Wollen,1
Winder-Wool,1
Winder-Yool,1
Winder-in Linen Factory,1
Winder.Linen,1
Winderer,1
Winders Factory,1
Winders in Linen Factory,1
Windery Room Over Cook,1
Windes in Flex Mill,1
Windey Yarn,1
Windiery Yarn,1
Winding,1
Winding Cotton,1
Winding Engine Man at Colliery,1
Winding Fitter Machine,1
Winding House,1
Winding Maker,1
Winding Master (Linen),1
Winding Master Flax Spg Mill,1
Winding Master Linen Factory,1
Winding Master in Linen Weaving Factory,1
Winding Master in Mill,1
Winding Master the Linen Weaving Factory,1
Winding Overlooker,1
Winding Spools Flax Factory,1
Winding in Mill,1
Windner in Mill,1
Windor,1
Windor Flax,1
Windor Pollisher,1
Window Blend Maker,1
Window Blin Maker,1
Window Blind Hanger,1
Window Blind Maker (Master),1
Window Blind Mother,1
Window Blind and Revol? of Shutter Maker,1
Window Blind and Shutter Maker and C,1
Window Cleaner - Master,1
Window Cleaner House and Repairer,1
Window Cleanor,1
Window Clennar,1
Window Decorator,1
Window Glass Cutter,1
Window Glazer,1
Window Professional Dresser,1
Window Show Maker,1
Window Ticket Writer,1
Window-Blind Maker,1
Windrina Linen Factory,1
Windry Master,1
Winds Linen Mill,1
Windsor Chair Maker,1
Wine - Porter,1
Wine Accountant,1
Wine Bellan Man,1
Wine Cellar Porter,1
"Wine Cellar, Porter",1
Wine Coapprs,1
Wine Grocer and Merchant,1
Wine Keeper,1
Wine Later,1
Wine Liquor Merchan,1
Wine Maerchant,1
Wine Malt Clerk,1
Wine Man Enginering Depty P.O,1
Wine Manager,1
Wine Manager Unemployed,1
Wine Manufacturer,1
Wine Merchant Agency Inspector,1
Wine Merchant Apprentice,1
Wine Merchant Assist,1
Wine Merchant Asst,1
Wine Merchant Asstnt,1
Wine Merchant BA TCD,1
Wine Merchant Etc,1
Wine Merchant Graduate T.C.D.,1
Wine Merchant Grocer and Farmer,1
Wine Merchant Rectifier,1
Wine Merchant Retired,1
Wine Merchant Store Clerk,1
Wine Merchant Town Councillor,1
Wine Merchant and Farmer,1
Wine Merchant and J P,1
Wine Merchant's Assistant,1
Wine Merchants,1
Wine Merchants Apprentice,1
Wine Merchants Cellar Man,1
Wine Merchants Daughter,1
Wine Merchants Float Man,1
Wine Merchants Foreman,1
Wine Merchants Wife,1
Wine Mercharnt,1
Wine Merchont,1
Wine Merchts Labourer,1
Wine Messenger,1
Wine Millworker,1
Wine Mircts Assistant,1
Wine Office Apprentice,1
Wine Packer in Shop,1
Wine Parter,1
Wine Porter (Junior),1
Wine Porter Annuity,1
Wine Porter and Labouer,1
Wine Porters,1
Wine Portor,1
Wine Rectifier,1
Wine Selar Labourer,1
Wine Shop Assisten,1
Wine Shop Porter,1
Wine Spirit Jecob Provision and Coal Merchant,1
Wine Spirit Merchant Clerk,1
Wine Spirit Mercht,1
Wine Spirit Provision and General Merchant,1
Wine Spirit and Boot Merchant,1
Wine Spirit and Genl Merchant and Hotel Keeper,1
Wine Spirit and Tea,1
Wine Spirit of Tea Merchant,1
Wine Store (Porter),1
Wine Store Labourer Unemployed,1
Wine Storeman,1
Wine Stores Clerk,1
Wine Tester,1
Wine Trade Commercial Clerk,1
Wine Trade Commercial Traveller,1
Wine Tread Commercial Traveller,1
Wine and Confectionery Merchant,1
Wine and Cork Agent,1
Wine and General Merchant,1
Wine and Mineral Water Commercial Clerk,1
Wine and Shirits Commercial Traveller,1
Wine and Sperit Merchant Farmer,1
Wine and Spirit Agent etc,1
Wine and Spirit Apprentice,1
Wine and Spirit Assistant,1
Wine and Spirit Clerk,1
Wine and Spirit Commercial Wine and C,1
Wine and Spirit Licensed Dealer,1
Wine and Spirit Macht,1
Wine and Spirit Merchant Commercial Clerk,1
Wine and Spirit Merchant M.C.C,1
Wine and Spirit Merchant Master,1
Wine and Spirit Merchant Wholesale Managing Director Limited Coy Banded Warehouse Keeper,1
Wine and Spirit Merchant and Mineral Water Manufacturer Manager,1
Wine and Spirit Merchnt,1
Wine and Spirit Mercht Manager,1
Wine and Spirit Mercht and Insurance Agent,1
Wine and Spirit Mert,1
Wine and Spirit Porter,1
Wine and Spirit Ratailer,1
Wine and Spirit Shopman Unemployed,1
Wine and Spirit Store Commercial Traveller,1
Wine and Spirit Trade Servant,1
Wine and Spirit and Provision Merchant,1
Wine and Spirit merchant,1
Wine and Spirite Merchant,1
Wine and Spirits Clerk,1
Wine and Spirt Agent,1
Wine and Spirt Merchant and Co.,1
Wine and Spirts Bar Assistant,1
Wine and Spits Traveller,1
Wine and Sprit Merchant and Baker,1
Wine and Spt Dealer,1
Wine and Spt Merch,1
Wine and Spt. Merchant,1
Wine and Tea Porter,1
Wine and Tea Trade Traveller,1
Wine and Whisky Trader,1
Wine and c Merchant,1
Wine and tea Cooper,1
Wine merchant manager,1
Wine trade Commercial Traveller,1
Wine-Packer,1
Wined in Spining Mill,1
Winemerchant Clerk,1
Winemerchants Messenger,1
Winemercht and Farmer,1
Winer Linne Yarn,1
Winer Maker,1
Winer Off Yarn in Linen Factory,1
Winer Yarn,1
Winer in Linen Factory,1
Winer in Linen Work,1
Winer in Mill,1
Winer of Farm,1
Winerd in Linen Factory,1
Wines Merchants Porter,1
Wines Porter,1
Wines and Agent,1
Winifred Scholar,1
Wining Master,1
Winknor in Factory,1
Winner Flax,1
Winner Linen Yarn,1
Winner Yarn,1
Winner in Linen Factory (Yarn),1
Winner in Yarn Mill,1
Winnowing Machine Maker,1
Wins Mathan Maker,1
Wins Spirit Merchant,1
Wins porter,1
Winson Chair Maker,1
Wint Merchant,1
Winter (Linen),1
Winter Factory,1
Winterer,1
Wirch Boy,1
Wire - Work's Labourer,1
Wire Framer,1
Wire Hanger,1
Wire Labeller,1
Wire Man G.P.O,1
Wire Man Postal Telegraph Department,1
Wire Man on Electric Train,1
Wire Mattras Wever,1
Wire Mattren Maker,1
Wire Mattress Manufacturer,1
Wire Merchant,1
Wire Porter,1
Wire Winder,1
Wire Woker,1
Wire Work M Facture,1
Wire Worker Grocer and ? Manager,1
Wire Worker Master,1
Wire Worker Soldier,1
Wire Worker Unemployed,1
Wire Worker and Labourer,1
Wire and Whisky Traveller,1
Wire and spirit Merchant,1
Wire-Fencer,1
Wire-Mattress Weaver,1
Wire-Polisher,1
Wire-Weaver,1
Wireman Electric Tramway,1
Wireman National Telephone,1
Wireman Postal Telegrapher,1
Wireman Telephone,1
Wireman Telephone Co,1
Wireman in Telephone,1
Wireman. G.P.O,1
Wireweaver,1
Wireworks Labourer,1
Wise Porter,1
Wiseman,1
Wish Womon,1
Wislitor,1
With Mother,1
With her Mother,1
Witter,1
Witteress,1
Wiver in Linen Factory,1
Wives,1
Wk Teacher,1
Wky and Wire Bleneters,1
Wo in Milk Condensing Factory,1
Woal Weaver,1
Woallen Weaver,1
Wol Spinner,1
Wolen Mill Labourer,1
Wolen Weaver,1
Woll Carder,1
Woll Skining,1
Woll Weaver and Farmer,1
Woll Winder,1
Woll-Spinner,1
Wollan Weaver,1
Wollen Carder,1
Wollen Carpet Weaver,1
Wollen Clother and Buyer Ready-Mades,1
Wollen Drapery,1
Wollen Factory Labour,1
Wollen Finisher,1
Wollen Machinst,1
Wollen Manufactory Book Keeper,1
Wollen Mender,1
Wollen Merchant,1
Wollen Mill Ware Houseman,1
Wollen Warehouseman,1
Wollen Warper,1
Wollen Weaver Unemployed,1
Wollen Weaveress,1
Wollen Weavers,1
Wollen Worker,1
Wollen Workman,1
Wollen Yarn Sorter,1
Wollendraper Manager,1
Wollin Weaver,1
Wollon Spinner,1
Woman Clerk G.P.O London,1
Woman Cook Domestic Servant,1
Woman Doctress,1
Woman Servant,1
Woman of Setters (Fiction Batho Setters Tex),1
Woman of her House,1
Woman's Slipper Maker,1
Womens Sewing Class and Drapers Assistant,1
Wondor in Vegetables,1
Wone,1
Woner,1
Woo Weaver,1
Wood - Carver,1
Wood - Carvey,1
Wood - Turner,1
Wood Bender,1
Wood Broker,1
Wood Builder,1
Wood Carter and Designer,1
Wood Carver and Modeller Master,1
Wood Carver-Master,1
Wood Carving,1
Wood Case Maker,1
Wood Caver,1
Wood Cawce,1
Wood Cawer,1
Wood Chipper,1
Wood Choffer,1
Wood Coner,1
Wood Contractor,1
Wood Cooker,1
Wood Corrier,1
Wood Curver,1
Wood Cutting Machenist,1
Wood Cutting Machinst Sawyer,1
Wood Dresser,1
Wood Faller,1
Wood Fellar,1
Wood Flinter,1
Wood Fluter,1
Wood Furner,1
Wood Keeper Servant,1
Wood Larver in Ship Yard,1
Wood Lawyer,1
Wood Machenist,1
Wood Machincman,1
Wood Machinest in Ship Yard,1
Wood Machinist Unemployed,1
Wood Man,1
Wood Manachnist,1
Wood Manager,1
Wood Manchist,1
Wood Mechinist,1
Wood Mill Labourer,1
Wood Planing Machine in Ship Yard,1
Wood Ranger Wife,1
Wood Ranger and Farmer,1
Wood Ranger etc,1
Wood Rangers Daughter,1
Wood Rouger,1
Wood Sawure,1
Wood Sawyer Employed,1
Wood Sawyer Labourer,1
Wood Sawyer in Timber Yard,1
Wood Sayer,1
Wood Surveyor,1
Wood Tarner,1
Wood Tuner,1
Wood Turmer,1
Wood Turne,1
Wood Turner Apper,1
Wood Turner Helper,1
Wood Turner Master,1
Wood Turner Unemployed,1
Wood Turner at Mill,1
Wood Turner in Spinning Mill,1
Wood Turner in Timber Yard,1
Wood Turner in Works,1
Wood Turner's Wife,1
Wood Turners Apprentice,1
Wood Turning,1
Wood Turnor,1
Wood Turnur,1
Wood Turter,1
Wood Weaver,1
Wood Winder,1
Wood Work Housekeeping,1
Wood Worker Sawyer,1
Wood Working Machine,1
Wood Working Machine Man,1
Wood Working Machinest,1
Wood Yard Labourer,1
Wood and Bog Ranger,1
Wood and Iron Turner,1
Wood and Marble Carver,1
Wood carver,1
Wood grocer,1
Wood pollisher,1
Wood ranger,1
Wood turner,1
Wood-Carrer,1
Wood-Cutter,1
Wood-Domestic Servt,1
Wood-Faller,1
Wood-Turner and Confectioner,1
Wood?,1
Woodcarrer,1
Woodcarver (Apprentice),1
Woodcutter,1
Woodcutting Machines,1
Wooden Agent,1
Wooden Box Maker,1
Woodman (Labourer),1
Woodranger Caretaker,1
Woodranger and Farmer,1
Woodranger's Wife,1
Woodsman,1
Woodtuner,1
Woodturner at Factory,1
Woodturner in F,1
Woodturning Master,1
Woodwiner,1
Woodworking Machenist,1
Woodworking Machinist,1
Wook Spinner,1
Wook of Fowel,1
Wool Agent,1
Wool Batch Maker,1
Wool Blender (Woollen Factory),1
Wool Braker,1
Wool Breaker,1
Wool Burler,1
Wool Cander,1
Wool Car Trade,1
Wool Carder and Knitter,1
Wool Carder in Mill,1
Wool Carding Machine,1
Wool Carter,1
Wool Cleaner in Factory,1
Wool Cloth Burler,1
Wool Cloth Finisher,1
Wool Comlier,1
Wool Comn Agent,1
Wool Cooder,1
Wool Darning,1
Wool Dealer,1
Wool Designer,1
Wool Draper,1
Wool Draper (Woollen Factory),1
Wool Drawer in Factory,1
Wool Dresser,1
Wool Dyer (Master),1
Wool Dyer in Mill,1
Wool Factory,1
Wool Factory Labourer,1
Wool Fettler,1
Wool Finisher,1
Wool Knatter,1
Wool Knetter in Factory,1
Wool Knitter In Factory,1
Wool Knitting,1
Wool Lapper,1
Wool Loom Tenter,1
Wool Loom Tuner,1
Wool Machinist,1
Wool Manager,1
Wool Manufactu Chester,1
Wool Meaner,1
Wool Merch,1
Wool Merchant Office Commercial Clerk,1
Wool Merchant's Clerk,1
Wool Mill Manager,1
Wool Mill-Man,1
Wool Milling,1
Wool Miner,1
Wool P Loom Weaver,1
Wool Pattern Weaver,1
Wool Piecer,1
Wool Power Loom Weaver,1
Wool Realer,1
Wool Reeler,1
Wool Sawger,1
Wool Soarter,1
Wool Sorter Assistant,1
Wool Sorter Factory,1
Wool Sorter in Woollen Mill,1
Wool Sortor,1
Wool Spiner and Knitter,1
Wool Spinn,1
Wool Spinner Disemployed,1
Wool Spinner Retired,1
Wool Spinner and Domestic Servant,1
Wool Spinner and Knitter,1
"Wool Spinner in ""Mill""",1
Wool Spinner in Factory,1
Wool Spinners Assistant,1
Wool Spinning Woman,1
Wool Spinnir,1
Wool Spinnor,1
Wool Spinnr,1
Wool Spinser,1
Wool Spinstress,1
Wool Stopler,1
Wool Sucker,1
Wool Traser Mill Factory,1
Wool Traveller,1
Wool Tuner,1
Wool Twisting,1
Wool Warder,1
Wool Warehouse,1
Wool Warpen,1
Wool Warper's Assistant,1
Wool Waver Mother,1
Wool Weaver (Unemployed),1
Wool Weaver (not Employed),1
Wool Weaver Apprentice,1
Wool Weaver Mill-Worker,1
Wool Weaver Wife,1
Wool Weaver and Fisherman,1
Wool Weaver etc,1
Wool Weaver in St Johns Convent,1
Wool Weaver in Woollen Mill,1
Wool Weaver out of Employment,1
Wool Weaver's Daughter,1
Wool Weaver-Farmer,1
Wool Weaveres,1
Wool Weavers Daughter,1
Wool Weavey Unemployed,1
Wool Winder (Not Employed),1
Wool Working,1
Wool Working Machine Man,1
Wool Yarn Knitter,1
Wool a Mountain Farm,1
Wool and C Weaver,1
Wool and Cloth Agent,1
Wool and Flax Weaver,1
Wool and Hide Dealer,1
Wool and Linnen Weaver,1
Wool and Maker,1
Wool and Manure Agent,1
Wool and Miller,1
Wool and Private Weaver R I Rifle M,1
Wool and Sheepskin Merchant,1
Wool and Spinner,1
Wool and Trade Merchant,1
Wool and Weaver,1
Wool and Worsted Weaver,1
Wool and cotton Weaver,1
Wool or Weaver,1
Wool weaver and Labourer,1
"Wool, Silk and Cotton Merchant",1
"Wool, Weaver and Farmer",1
Wool-Corder,1
Wool-Merchant,1
Wool-Sorter-in Factory,1
Woolbraker in Factory,1
Woolcomber,1
Wooldealer,1
Woole Dyer,1
Woole Spinner,1
Woolen Banker,1
Woolen Buyer,1
Woolen Card Maker,1
Woolen Clother Finisher,1
Woolen Designer,1
Woolen Draper and Farmer Registrar of Births and Deaths,1
Woolen Draper's Apprentice,1
Woolen Drapery Messenger,1
Woolen Dyers Assistant,1
Woolen Factory,1
Woolen Factory Apprentice,1
Woolen Factory Hands,1
Woolen Factory Harde,1
Woolen Farmer,1
Woolen Finisher,1
Woolen Goods Traveller,1
Woolen Knitter and House Keeper,1
Woolen Manufacturer (Retired),1
Woolen Manufar,1
Woolen Manuftring Businness,1
Woolen Merchants Clerk Unemployed,1
Woolen Mill Foreman,1
Woolen Miller,1
Woolen Operative Factory,1
Woolen Power Loom Fixer,1
Woolen Priffer,1
Woolen Salesman Unemployed,1
Woolen Sorter,1
Woolen Spiner,1
Woolen Spinner Son,1
Woolen Spinner in Mill,1
Woolen Store Worker,1
Woolen Tuner,1
Woolen Turster,1
Woolen Warehouse Assist,1
Woolen Warehouseman,1
Woolen Worker,1
Woolen weaver,1
Woolen-Darner in Factory,1
Woolen-Twister,1
Woolen-Winder,1
Woolen. Factory Hand,1
Wooler on Farm,1
Woolin Berler,1
Woolin Spiner,1
Wooling Dainer,1
Wooll Spiner,1
Wooll weaver,1
Wooll-Sorter,1
Wooll-Warper,1
Wooll-Weaver and Farmer,1
Woollan Draper,1
Woollan Manufacturer,1
Woollan Merchant,1
Woollen,1
Woollen Banker,1
Woollen Buyer Unemployed,1
Woollen Bwyer,1
Woollen Carder and Blender,1
Woollen Cloth Designer,1
Woollen Cloth Finisher,1
Woollen Cloth Manufacturer,1
Woollen Commercial Traveller,1
Woollen Dealer,1
Woollen Designer,1
Woollen Draper and Boot Mcht,1
Woollen Draper and Seed Mercht,1
Woollen Draper and Silk ?,1
Woollen Draper's Apprentice,1
Woollen Draper-Master,1
Woollen Drapers Assistant,1
Woollen Drawer,1
Woollen Droper,1
Woollen Factory Labour,1
Woollen Factory Manager and Weaver,1
Woollen Factory-Darner,1
Woollen Finnisher,1
Woollen Loom Tuner,1
Woollen Loom Turner,1
Woollen Machnists,1
Woollen Manfrer,1
Woollen Manufactory,1
Woollen Manufactr,1
Woollen Manufacturer Clerk,1
Woollen Manufacturer J.P.,1
Woollen Manufacturer Justice of the Peace,1
Woollen Manufacturer Master,1
Woollen Manufacturer Woollen,1
Woollen Manufacturer's Agent,1
Woollen Manufactures,1
Woollen Manufr,1
Woollen Manufrs Agent,1
Woollen Manufte Master,1
Woollen Manuftr,1
Woollen Merchant Apprentice,1
Woollen Mill Employed,1
Woollen Mill Foreman,1
Woollen Mill Labourer,1
Woollen Mill Messenger,1
Woollen Mill Operative,1
Woollen Mill Secretary,1
Woollen Mills Clerk,1
Woollen Mills Manager,1
Woollen Mills Winder,1
Woollen Operative,1
Woollen Picker,1
Woollen Piecer,1
Woollen Power Loom Tuner,1
Woollen Salesman Unemployed,1
Woollen Scuflor,1
Woollen Shearer in Factory,1
Woollen Stocker Knitter,1
Woollen Trade Commercial Traveller,1
Woollen Tucker,1
Woollen Tucker and Carder in Woollen Mill,1
Woollen Tuner,1
Woollen Twister in Woollen Factory,1
Woollen Vest Knitter,1
Woollen Warehouse Assistant,1
Woollen Warehouse Man,1
Woollen Warehouseman's Manager,1
Woollen Warp Drawer,1
Woollen Weaver (in Factory),1
Woollen Weaver - Retired,1
Woollen Weaver Cotton,1
Woollen Weaver and Farmer,1
Woollen Wedt Windr Winder,1
Woollen Weft Winder Winding,1
Woollen Wife Winder,1
Woollen Worper,1
Woollen Yarn Foreman,1
Woollen Yarn Manager,1
Woollen agent,1
Woollen and Cotton Draper,1
Woollen and Cotton Weaver,1
Woollen and General Draper,1
Woollen and Linen Merchant,1
Woollen vest Knitter,1
Woollendraper Grazier,1
Woollendraper's Assistant,1
Woollendrapers and Farmer,1
Woollenraper,1
Woollens and Boots and Shoes,1
Woollers Weaver,1
Woollindraper,1
Woolling Wevor,1
Woolln Derner,1
Woolln Dyer,1
Woollsorter,1
Wools Flax Weaver,1
Wools Weaver,1
Woolspiner,1
Woolturner,1
Woolwarper,1
Woolweaver in Factory,1
Woolweaver-Retired,1
Woork on Farm,1
Wor,1
Worcester Weaver,1
Word Machinist,1
Worder,1
Words Maid in Fever Hospital,1
Wordsmaid,1
Woring in Creamery,1
Work,1
Work About House,1
Work Cleaning Office General Servant,1
Work Cleave M F,1
Work Examner,1
Work Farm,1
Work Flax Factory,1
Work General Scholar,1
Work Generally,1
Work Girl,1
Work H Officer,1
Work Home,1
Work House Porter R.I.C. Pensioner,1
Work House School Mistress,1
Work House Van Driver,1
Work Knitter,1
Work Maid Corn Store,1
Work Man (Farm Labourer),1
Work Man (General Labourer),1
Work Man (Steward),1
Work Man - Domestic,1
Work Man in Brewery,1
Work Man on Railway,1
Work Manager,1
Work Manufacturer,1
Work Mason,1
Work Mill Doffer,1
Work Mill Tobacco-Roller,1
Work Misstress,1
Work Mistrees,1
Work Mistress (N S),1
Work Mistress Dressmaker,1
Work Mistress N. S.,1
Work Mistress N.S,1
Work Mistress N.S.,1
Work Mistress National School,1
Work Mistress Natl School,1
Work Mistress Seamstress in Gabweeny National School,1
Work Mistress and Dressmaker,1
Work Mistress and Seamstress,1
Work Mistress and Sub Post Mistress,1
Work Mistress at School,1
Work Mistress in Convent,1
Work Mistress in N School,1
Work Mistress in N.S,1
Work Mistress in N.S and Dressmaker,1
Work Mistress in N.S.,1
Work Mistress in Nat School,1
Work Mistress in Nat. Sch.,1
Work Mistress in Nat. School,1
Work Mistress in Natl School,1
Work Mistress or National School,1
Work Mistress-National School,1
Work Mistress.N.S,1
Work Non,1
Work Out,1
Work Slashing Mechine,1
Work Slater,1
Work Smith,1
Work Warehouse,1
Work Wareroom,1
Work Weaver,1
Work Winder (Linen),1
Work Winder in Factory,1
Work Woman in Gardens,1
Work Writerss,1
Work and Farm,1
Work and Knit,1
Work as Labour,1
Work as Labourer,1
Work as Machinist,1
Work at Home Spun,1
Work at Shirt Making Machine (Factory),1
Work boy,1
Work in Baths,1
Work in Bleach Green,1
Work in Clean Works,1
Work in Clothing Factory,1
Work in Confectonery,1
Work in Farm House,1
Work in Gass House,1
Work in General,1
Work in House and Farm,1
Work in Institute,1
Work in Labour,1
Work in Landury,1
Work in Lapping Room,1
Work in Man,1
Work in Marine Stores,1
Work in Mill Carder,1
Work in Prov Store,1
Work in Reeler Mill,1
Work in Roapwork,1
Work in Scutch Mill,1
Work in Shirt Factory,1
Work in Skin Factory,1
Work in Skinn Factory,1
Work in Spiny Mill,1
Work in Starch Factory,1
Work in Tember Yard,1
Work in Tobacco Factory,1
Work in Ware Room,1
Work in Warehouse,1
Work in a Bakery,1
Work in a Botting,1
Work in a Factory,1
Work in a Wareroom,1
Work in the House,1
Work in the Provision Store,1
Work of Own House,1
Work of Yarn in Flax Spg Mill,1
Work on Farm and House,1
Work on Farmer,1
Work with Farmer,1
Work's Supt Belfast Corpn,1
Work's for the Home,1
Work's on Farm,1
Work-Mistress C.N.S.,1
Work-Mistress Under N.Board,1
Work-Mistress and Dressmaker,1
Work-Mistress in N.S.,1
Work-Mistress in National School,1
Work-Mistress in School,1
WorkMistress in a National School,1
Worke House,1
Worke in a Room Collar Cuffs,1
Worked in H Kf. Wareroom,1
Worked in Han Kerchief Wareroom,1
Worked in Paper Mill,1
Worked in a Wool Factory,1
Worken in the House,1
Worker (Mill),1
Worker (in Mill),1
Worker Bacon Store,1
Worker Biscuit Manufacture,1
Worker Black Green,1
Worker Bleach Works General,1
Worker Butter Factory,1
Worker C. Factory,1
Worker Cleaves Butter Factory,1
Worker Clothing Factory Finisher,1
Worker Confectionery,1
Worker Domestic Servant,1
Worker Dressmaking,1
Worker Factory,1
Worker Finisher Linen and Muslin,1
Worker House,1
Worker In Blead and Doge,1
Worker In Flax Mill,1
Worker Jacob's,1
Worker Laundry,1
Worker Linen,1
Worker Linen Mill,1
Worker Linen Warehouse,1
Worker Marine Stores,1
Worker Shirt Factory,1
Worker Shirt Manufacture,1
Worker Spinning Mill,1
Worker Tripe Factory,1
Worker Weaver,1
Worker and Scholars,1
Worker at Biskiet factory,1
Worker at Embroidery Manufacture at Electric Works,1
Worker at Factory - (Explosives),1
Worker at Factory-Explosive,1
Worker at Fatory Line,1
Worker at Home,1
Worker at everything about the House,1
Worker in,1
Worker in (Linen) Factory,1
Worker in Bacon Carers,1
Worker in Bacon Craing Factory,1
Worker in Bacon Curers,1
Worker in Bacon Factory,1
Worker in Bag Factory,1
Worker in Bason Curers,1
Worker in Blacking Factory,1
Worker in Bleach Work,1
Worker in Bleach Works (Labourer),1
