occupation,count
Farmers Wife Employment,2
Farmers Wife and Shopkeeper,2
Farmers Wife-Retired,2
Farmers Wifes,2
Farmers Wiffe,2
Farmers Work,2
Farmers and Army Pensioner Infantry,2
Farmers and Fisherman,2
Farmers and Grocer,2
Farmers and House Keeper,2
Farmers and Miller,2
Farmers and Servant,2
Farmers and Son,2
Farmers and c Daughter,2
Farmers is Daughter,2
Farmers of Daughter,2
Farmers's Wife,2
"Farmers, Wife",2
Farmers-Grand Son,2
Farmers-Sister,2
Farmers-Widow,2
Farmers. G. Son,2
Farmers. Wife,2
Farmers: Daughter,2
Farmerss Wife,2
Farmerss's Son,2
Farmhelp,2
Farmier,2
Farmies Daughter,2
Farmies Wife,2
Farming Also,2
Farming Brother,2
Farming Girl,2
Farming Industry,2
Farming Thrift,2
Farming and Cutting Tarf,2
Farmings Son,2
Farmland,2
Farmor Daughter,2
Farmors Son,2
Farmour Labour,2
Farmour Labourer,2
Farmour Sister,2
Farmour's Son,2
Farmours Labour,2
Farmrrs Son,2
Farmrs Daghter,2
Farms Brother,2
Farms Domestic,2
Farms-Brother,2
Farmstress,2
Farmworker,2
Farness Maker,2
Farr,2
Farr Son,2
Farrier Business,2
Farrier Employed,2
Farrier Smith,2
Farrier Unemployed,2
Farrier and Farmer,2
Farriers Apprentice,2
Farries,2
Farrmer Son,2
Farrmers Wife,2
Fathers Daughter,2
Fathers Helper,2
Fathers Servant,2
Fax Dresser,2
Feather Sorter,2
Feather Sorter in Factory,2
Feather and Skin Dealer,2
Fedder,2
Feddler,2
Feeder in Printing Office,2
Feeding Machine in Printing Works,2
Feeding Machines in Paper Mill,2
Feeding a Breaker,2
Feemster,2
Felt Roller,2
Female Joint Department Attendant,2
Female Telegraphist,2
Female Telegraphist G P O Dublin,2
Fennier,2
Fermers Daughter,2
Ferrier,2
Ferry Boat Man,2
Fettler-Cotton,2
Fever Hospl Nurse,2
Fever Nurse of Workhouse,2
Fibrous Plaster Worker,2
Fidler,2
Field Work,2
Figurer Maker,2
File Maker,2
Filler in Labourer Factory,2
Financial Agent,2
Fine Art Salesman,2
Finished at School,2
Finisher Book,2
Finisher Cloth,2
Finisher Linen,2
Finisher Merchant,2
Finisher Tailoress,2
Finisher Woollen Factory,2
Finisher in Bleach and Dye Works,2
Finisher in Factory,2
Finisher in Foundry,2
Finisher in Linnen Factory,2
Finisher in Paper Mill,2
Finisher in Ropework,2
Finishers,2
Finishing Cloth,2
Finishing Rod Maker,2
Fire Brigade,2
Fire Brigade Fireman,2
Fire Clay Sewerage Pipe Maker,2
Fire Insurance Clerk,2
Fire Man S S Paragon,2
Fire Man S Ship,2
Fire Man Steamboat,2
Fire Man at Sea,2
Fire Man in Bleach Works,2
Fire Man in Foundry,2
Fire Man in Gas Works,2
Fire Man in Spinning Mill,2
Fire Man in Works,2
Fire Man on Railway,2
Fire Man on Ship,2
Fire Mane,2
Fire man,2
Fire's Man,2
Fireclay Goods Merchant,2
Fireman (M.G.W.R),2
Fireman (Sea),2
Fireman (Ship),2
Fireman Boat,2
Fireman Brewery,2
Fireman Cork Fire Brigade,2
Fireman Factory,2
Fireman Fire Brigade,2
Fireman Foundry,2
Fireman Gas Works,2
Fireman M G W R,2
Fireman Malster,2
Fireman Ray,2
Fireman S Ship,2
Fireman S. S. Reveil,2
Fireman Steamboat,2
Fireman Stoker,2
Fireman at Distillery,2
Fireman at Gas Works,2
Fireman at Waterworks,2
Fireman in Bacon Factory,2
Fireman in Flax Mill,2
Fireman in Flour Mill,2
Fireman in Gass Works,2
Fireman in Iron Works,2
Fireman in Laundry,2
Fireman in Railway,2
Fireman in Saw Mill,2
Fireman on Aboard the S S Monarch Belong to Larne,2
Fireman on Board of Ship,2
Fireman on Steam Ship,2
Fireman on a Boat,2
Fireman-Steam Ship,2
Fish Bayer,2
Fish Culturist,2
Fish Curier,2
Fish Daler,2
Fish Dealor,2
Fish Delar,2
Fish Game and Poulter,2
Fish Merchant Assistant,2
Fish Merchants Assistant,2
Fish Monger's Wife,2
Fish Mongers,2
Fish and Fruit Dealers,2
Fish and Poultry,2
Fish dealer,2
Fish-Clerk,2
Fish-Merchant,2
Fish-Monger,2
Fish-wife,2
Fisher's Son,2
FisherMan,2
Fisherboy,2
Fisherdealer,2
Fisherman (Unemployed),2
Fisherman Farm Labourer,2
Fisherman General Labourer,2
Fisherman Labour,2
Fisherman Member of Crew,2
Fisherman Scholar,2
Fisherman Small Farmer,2
Fisherman and Agricultural Labourer,2
Fisherman and Farm Servant,2
Fisherman and Farmer Son,2
Fisherman and Farmer's Son,2
Fisherman's Assistant,2
Fisherman's Child,2
Fisherman's and C Daughter,2
"Fisherman, Master",2
Fishermans Grand Daughter,2
Fishery,2
Fishes,2
Fishing and farming,2
Fishing-Man,2
Fishmonger Butcher Poulterer Master,2
Fising Instructer,2
Fiter,2
Fitter (Engine) at Works,2
Fitter (General) Also has House Property and House Land No 2 Genl. Servant,2
Fitter (Iron Foundry),2
Fitter (Mechanic),2
Fitter - Machinery,2
Fitter ?,2
Fitter Apptrentice Railwayn Work,2
Fitter Aprentie,2
Fitter Engine Worker,2
Fitter Engine at Works,2
Fitter Engineer at Works,2
Fitter Factory,2
Fitter Ironworks,2
Fitter Machine,2
Fitter Machine Man,2
Fitter Railway Works,2
Fitter Shipyard,2
Fitter at Bicycle Work,2
Fitter at Foundry,2
Fitter at Gas Works,2
Fitter at Iron Work,2
Fitter at School,2
Fitter by Trade,2
Fitter in Engin Works,2
Fitter in Engine Works,2
Fitter in Gas Works,2
Fitter in Passage Docks,2
Fitter in Smith Works,2
Fitter's Apprentice at Works,2
Fitter-Apprentice,2
Fitter-Unemployed,2
Fitters Help,2
Fitters Helper in Shipyard,2
Fitters Mate,2
Flag Maker,2
Flan Stitcher,2
Flas Spreader,2
Flash Spinner,2
Flat Trimmer,2
Flax Agent,2
Flax Beetler,2
Flax Carder Factory,2
Flax Carder in Factory,2
Flax Cutcher,2
Flax Doffer Mill Workers,2
Flax Doffer in Spinning Mill,2
Flax Drassing,2
Flax Drawer Spining Mill,2
Flax Drawer in Factory,2
Flax Drawer in Spinning Mill,2
Flax Drawer in Thread Factory,2
Flax Dresar,2
Flax Dresser (Unemployed),2
Flax Dresser Linen Factory,2
Flax Dresser Linen Mill,2
Flax Dresser in Mill Workes,2
Flax Driver,2
Flax Drowers,2
Flax Drsser,2
Flax Factory (Rover),2
Flax Factory Doffer,2
Flax Factory Girl,2
Flax Factory Reeler,2
Flax Hackleress,2
Flax Hackling Machine Master,2
Flax Hackling Machine Worker,2
Flax Hackling Master,2
Flax Layer in Mill,2
Flax Machine,2
Flax Machine Boy in Thread Factory,2
Flax Machinest,2
Flax Manager Flax Spinning Mill,2
Flax Mill Dresser,2
Flax Mill Machine Boy,2
Flax Mill Reeler,2
Flax Mill Spinner,2
Flax Mill Spreader,2
Flax Mill Stricker,2
Flax Mill Worker (Rover,2
Flax Mill Worker Spinner,2
Flax Owner,2
Flax Packer,2
Flax Peicer,2
Flax Prepaier,2
Flax Prepairing,2
Flax Preparer Doffer,2
Flax Preparer Half Time Mill Worker,2
Flax Preparer Preparing Room,2
Flax Preparer in Linen Factory,2
Flax Preparer-Mill Worker,2
Flax Preparing Employe,2
Flax Preparing in Mill,2
Flax Preperer,2
Flax Prepoar in Mill,2
Flax Presser,2
Flax Raugher,2
Flax Realer,2
Flax Reelar,2
Flax Reeler Spining Mill,2
Flax Reelers,2
Flax Roagher,2
Flax Rongher,2
Flax Rougher Unemployed,2
Flax Roughing Master,2
Flax Rove Drawer,2
Flax Ruffer in Mill,2
