Supply And Secretariat Training School At Wetherby,Stone Frigate
Tank Landing Ship,Tank Landing Ship
Teak-Built Barque,Barque
Third Class Cruiser,Cruiser
Third-Class Cruiser,Cruiser
Third-Class Protected Cruiser,Protected Cruiser
Thornycroft 27 Knot - 2 Funnel Destroyer,Destroyer
Thornycroft Three Funnel - 33 Knot Destroyer [2] [3],Destroyer
"Three-Funnel, 30-Knot Destroyer",Destroyer
"Three-Funnel, 30-Knot Destroyer [1] [2]",Destroyer
Three-Master Schooner,Schooner
Torpedo Boat Carrier/depot Ship,Torpedo Boat Depot Ship
"Torpedo Boat Destroyer , Classified As B-Class In 1913",Destroyer
Torpedo Gunboat Converted To A Minesweeper In 1909 And Was,Torpedo Boat
Torpedo Gunvessel,Torpedo Boat
Torpedo Sloop,Torpedo Boat
Training Establishment,Stone Frigate
Training Establishment At Chatham For Boy Artificers,Stone Frigate
Training Establishment Established At Warrington In 1942,Stone Frigate
Training Establishment For 'hostilities Only' Communications Ratings At Plymouth Between 1935 And 1947,Stone Frigate
Training Establishment In A Number Of Locations,Stone Frigate
Training Establishment Started At Devonport In 1862,Stone Frigate
Training Ship,Training Ship
Transport / Troopship,Troopship
Trawler Used As A Depot Ship For Coastal Forces,Depot Ship
Trials Gunboat,Gunboat
Tugboat,Tug
Turret Ram Battleship,Battleship
"Two Funnel, 30-Knot Destroyer",Destroyer
Two-Gun Schooner,Schooner
Type C1-S-Ay1 [1] Infantry Landing Ship,Infantry Landing Ship
Type Viic Submarine,Submarine
Unarmored Screw Frigate,Frigate
Unique 11-Gun Wooden Screw Sloop,Sloop
Unrated Brig-Sloop,Brig-Sloop
Unrated Gun-Brig,Gun-Brig
Unrated Schooner,Schooner
Vessel Formerly A Dutch Hoy,Hoy
Vickers Three Funnel - 30 Knot Destroyer [1],Destroyer
Vickers Three Funnel - 30 Knot Destroyer [1] [2],Destroyer
Wood Paddle Dispatch Boat,Despatch Vessel
Wood Paddle Frigate,Frigate
Wood Paddle Gunvessel,Gunvessel
Wood Paddle Sloop Serving On The Canadian Lakes,Sloop
Wood Paddle Survey Vessel,Survey Vessel
Wood Paddle Tender,Tender
Wood Screw Corvette,Corvette
Wood Screw Discovery Vessel,Discovery Vessel
Wood Screw Sloop Of Four Guns,Sloop
Wooden Paddle Despatch Vessel,Despatch Vessel
Wooden Paddle Gunboat,Gunboat
Wooden Paddle Package Ship,Packet Ship
Wooden Paddle Packet Ship,Packet Ship
Wooden Paddle Sloop 3-Masted Schooner,Sloop
Wooden Paddle Survey Vessel,Survey Vessel
Wooden Paddlewheel Sloop,Sloop
Wooden Paddlewheel Survey Vessel,Survey Vessel
Wooden Screw Corvette With J,Corvette
Wooden Screw Dispatch Vessel,Despatch Vessel
Wooden Steam Powered Paddle Sloop,Sloop
Wooden-Hulled Paddle Frigate,Frigate
Wooden-Hulled Paddle Sloop,Sloop
Wooden-Hulled Screw Frigate,Frigate
Wooden-Hulled Screw Gunvessel,Gunvessel
Wooden-Hulled Screw Sloop,Sloop
World War Ii Shore Establishment And Gunnery School At Navy House,Stone Frigate
Wwi Auxiliary Minesweeper,Auxiliary Minesweeper
Yacht And Despatch Vessel,Despatch Vessel
Yard Craft (1759-86) Armed Tender (1786-92),Tender
d As A Brig-Sloop,Brig-Sloop
d As A Sloop,Sloop
