name,gender,NI_appFrac,NI_avgVal,SC_appFrac,SC_avgVal,EW_appFrac,EW_avgVal,UK_appFrac,UK_avgVal
A,M,0.0,0.0,0.167,1.86,0.3,7.22,0.156,3.027
AABAN,M,0.0,0.0,0.048,1.0,0.267,10.87,0.105,3.957
AABAS,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AABDAA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AABEER,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AABIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AABID,M,0.0,0.0,0.0,0.0,0.2,3.83,0.067,1.277
AABIDAH,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AABIDAMMAR,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AABIRHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AABISH,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AABIYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADAL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADAM,M,0.0,0.0,0.548,1.96,0.633,73.58,0.394,25.18
AADAN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AADARSH,M,0.0,0.0,0.0,0.0,0.1,3.67,0.033,1.223
AADELL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADEN,M,0.0,0.0,0.143,1.33,0.1,4.0,0.081,1.777
AADEN,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
AADESH,M,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
AADHAM,M,0.0,0.0,0.0,0.0,0.1,3.0,0.033,1.0
AADHAV,M,0.0,0.0,0.0,0.0,0.1,4.67,0.033,1.557
AADHEEN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AADHI,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AADHIRA,F,0.0,0.0,0.024,1.0,0.033,4.0,0.019,1.667
AADHISH,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADHITHYA,M,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AADHVIK,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AADHYA,F,0.0,0.0,0.071,1.67,0.167,19.0,0.079,6.89
AADI,M,0.0,0.0,0.095,1.0,0.367,12.64,0.154,4.547
AADIDEV,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AADIL,M,0.0,0.0,0.405,1.35,0.633,27.63,0.346,9.66
AADILA,F,0.0,0.0,0.048,1.0,0.033,3.0,0.027,1.333
AADISHIV,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADIT,M,0.0,0.0,0.048,1.0,0.233,5.71,0.094,2.237
AADITH,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADITIYA,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADITRI,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AADITYA,M,0.0,0.0,0.0,0.0,0.433,7.15,0.144,2.383
AADITYARAM,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADM,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADVIK,M,0.0,0.0,0.048,1.0,0.067,6.0,0.038,2.333
AADVIKA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADYA,F,0.0,0.0,0.095,1.5,0.3,11.89,0.132,4.463
AADYA,M,0.0,0.0,0.0,0.0,0.067,3.5,0.022,1.167
AADYAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AADYN,M,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
AAEEDAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAEESHA,F,0.0,0.0,0.048,1.0,0.1,6.0,0.049,2.333
AAELLA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAFAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAFI,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAFIA,F,0.0,0.0,0.048,1.0,0.267,7.25,0.105,2.75
AAFIYA,F,0.0,0.0,0.0,0.0,0.167,5.2,0.056,1.733
AAFIYAH,F,0.0,0.0,0.048,1.0,0.233,7.0,0.094,2.667
AAFREEN,F,0.0,0.0,0.024,2.0,0.333,5.2,0.119,2.4
AAFRIN,F,0.0,0.0,0.0,0.0,0.1,3.0,0.033,1.0
AAFTAB,M,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
AAGAT,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAGIN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAGMAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAHAAN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AAHAD,M,0.0,0.0,0.024,1.0,0.1,3.0,0.041,1.333
AAHAN,M,0.0,0.0,0.0,0.0,0.2,4.67,0.067,1.557
AAHANA,F,0.0,0.0,0.095,1.25,0.3,6.0,0.132,2.417
AAHIL,M,0.0,0.0,0.167,2.43,0.367,36.64,0.178,13.023
AAHILUDDIN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAHNA,F,0.0,0.0,0.0,0.0,0.1,4.67,0.033,1.557
AAHRON,M,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
AAIDA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAIDAH,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
AAIDEN,M,0.0,0.0,0.119,1.0,0.0,0.0,0.04,0.333
AAILA,F,0.0,0.0,0.071,1.33,0.267,12.37,0.113,4.567
AAILAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAILYAH,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AAIMA,F,0.0,0.0,0.143,1.33,0.3,10.67,0.148,4.0
AAINA,F,0.0,0.0,0.024,1.0,0.067,4.5,0.03,1.833
AAIRA,F,0.0,0.0,0.119,1.0,0.233,14.86,0.117,5.287
AAIRAH,F,0.0,0.0,0.119,1.8,0.233,13.0,0.117,4.933
AAIRAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAISHA,F,0.0,0.0,0.381,1.25,0.667,30.75,0.349,10.667
AAISHAH,F,0.0,0.0,0.095,1.0,0.667,11.7,0.254,4.233
AAISHWARYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAIVA,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
AAIYASHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAIZA,F,0.0,0.0,0.024,1.0,0.367,4.64,0.13,1.88
AAIZAH,F,0.0,0.0,0.0,0.0,0.167,4.2,0.056,1.4
AAJAY,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AAKARSH,M,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AAKASH,M,0.0,0.0,0.095,1.0,0.533,6.25,0.209,2.417
AAKIF,M,0.0,0.0,0.0,0.0,0.067,5.0,0.022,1.667
AAKIFA,F,0.0,0.0,0.0,0.0,0.167,3.4,0.056,1.133
AAKIFAH,F,0.0,0.0,0.024,1.0,0.633,7.79,0.219,2.93
AAKRITI,F,0.0,0.0,0.048,1.0,0.033,3.0,0.027,1.333
AAKRUTI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAKSAA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALA,F,0.0,0.0,0.119,1.0,0.333,4.4,0.151,1.8
AALAA,F,0.0,0.0,0.119,1.0,0.1,4.0,0.073,1.667
AALAM,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALANA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALAYA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AALAYAH,F,0.0,0.0,0.048,1.0,0.3,6.22,0.116,2.407
AALAYHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALEAH,F,0.0,0.0,0.071,1.0,0.033,3.0,0.035,1.333
AALEAHIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALEEN,F,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
AALEEYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALEIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALEIAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALEIGHA,F,0.0,0.0,0.024,1.0,0.1,3.33,0.041,1.443
AALEYAH,F,0.0,0.0,0.048,1.5,0.4,10.92,0.149,4.14
AALIA,F,0.0,0.0,0.19,1.62,0.633,15.58,0.274,5.733
AALIAH,F,0.0,0.0,0.095,1.5,0.567,9.71,0.221,3.737
AALID,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALIEGHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALIHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALIM,M,0.0,0.0,0.048,1.0,0.1,3.33,0.049,1.443
AALIMAH,F,0.0,0.0,0.024,1.0,0.2,3.67,0.075,1.557
AALIN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALISH,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
AALISHA,F,0.0,0.0,0.024,1.0,0.167,3.2,0.064,1.4
AALIVYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALIYA,F,0.0,0.0,0.095,1.0,0.667,25.55,0.254,8.85
AALIYAAN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AALIYAH,F,0.737,9.0,0.429,13.72,0.667,363.75,0.611,128.823
AALIYAN,M,0.0,0.0,0.0,0.0,0.133,3.75,0.044,1.25
AALIYHA,F,0.0,0.0,0.024,1.0,0.233,4.71,0.086,1.903
AALIYHIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALLAYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALLAYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALLIYAH,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AALRYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALYA,F,0.0,0.0,0.071,1.0,0.067,3.5,0.046,1.5
AALYAH,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AALYAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AALYIAH,F,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
AALYSIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMAIRA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMAL,F,0.0,0.0,0.024,1.0,0.067,4.0,0.03,1.667
AAMAN,M,0.0,0.0,0.048,1.0,0.133,3.25,0.06,1.417
AAMANA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMANEE,F,0.0,0.0,0.048,1.0,0.1,5.0,0.049,2.0
AAMANI,F,0.0,0.0,0.0,0.0,0.233,4.86,0.078,1.62
AAMAR,M,0.0,0.0,0.071,1.0,0.067,3.0,0.046,1.333
AAMAYA,F,0.0,0.0,0.0,0.0,0.067,3.5,0.022,1.167
AAMAYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMENA,F,0.0,0.0,0.0,0.0,0.633,5.74,0.211,1.913
AAMENAH,F,0.0,0.0,0.0,0.0,0.433,4.69,0.144,1.563
AAMER,M,0.0,0.0,0.071,1.0,0.133,3.25,0.068,1.417
AAMERAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMIE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMIL,M,0.0,0.0,0.0,0.0,0.1,4.0,0.033,1.333
AAMILAH,F,0.0,0.0,0.048,1.0,0.433,9.62,0.16,3.54
AAMINA,F,0.0,0.0,0.286,1.67,0.667,48.5,0.318,16.723
AAMINAH,F,0.0,0.0,0.333,1.79,0.667,76.15,0.333,25.98
AAMIR,M,0.0,0.0,0.476,1.4,0.633,27.26,0.37,9.553
AAMIRA,F,0.0,0.0,0.071,1.0,0.433,7.77,0.168,2.923
AAMIRAH,F,0.0,0.0,0.095,1.0,0.667,7.85,0.254,2.95
AAMISH,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMISHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAMIYAH,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AAMNA,F,0.0,0.0,0.429,1.5,0.667,20.1,0.365,7.2
AAMNAH,F,0.0,0.0,0.071,1.0,0.433,4.69,0.168,1.897
AAMUN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AANANYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANAV,M,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
AANAY,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AANAYA,F,0.0,0.0,0.024,1.0,0.067,4.0,0.03,1.667
AANAYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANCHAL,F,0.0,0.0,0.0,0.0,0.1,3.67,0.033,1.223
AANIA,F,0.0,0.0,0.119,1.0,0.267,5.12,0.129,2.04
AANIKA,F,0.0,0.0,0.024,1.0,0.1,3.33,0.041,1.443
AANIS,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AANISAH,F,0.0,0.0,0.095,1.25,0.367,5.36,0.154,2.203
AANISHA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AANIYA,F,0.0,0.0,0.0,0.0,0.233,4.43,0.078,1.477
AANIYAH,F,0.0,0.0,0.024,1.0,0.2,5.67,0.075,2.223
AANKHI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANNAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANUOLUWA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANUOLUWAPO,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANUS,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AANVI,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
AANYA,F,0.0,0.0,0.238,2.0,0.567,30.71,0.268,10.903
AAPO,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAQIB,M,0.0,0.0,0.071,1.0,0.567,7.71,0.213,2.903
AAQIF,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAQIL,M,0.0,0.0,0.048,1.0,0.3,4.0,0.116,1.667
AAQILA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARA,F,0.0,0.0,0.119,1.0,0.233,6.14,0.117,2.38
AARAA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARAADHYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARABH,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARABI,F,0.0,0.0,0.0,0.0,0.067,3.5,0.022,1.167
AARADHYA,F,0.0,0.0,0.024,1.0,0.133,17.75,0.052,6.25
AARAE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARAIZ,M,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AARALYN,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AARAN,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
AARAN,M,0.0,0.0,0.738,3.16,0.633,21.79,0.457,8.317
AARANI,F,0.0,0.0,0.0,0.0,0.1,3.33,0.033,1.11
AARANY,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARANYAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARATHANA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARATHIKA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARATHYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARATI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARAV,M,0.0,0.0,0.19,4.5,0.4,79.17,0.197,27.89
AARAVJIT,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAREN,M,0.0,0.0,0.095,1.25,0.2,3.67,0.098,1.64
AAREN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAREON,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAREZ,M,0.0,0.0,0.024,1.0,0.133,3.25,0.052,1.417
AARI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARIA,F,0.0,0.0,0.071,1.0,0.167,9.8,0.079,3.6
AARIAH,F,0.0,0.0,0.024,1.0,0.067,5.0,0.03,2.0
AARIAN,M,0.0,0.0,0.024,1.0,0.367,4.09,0.13,1.697
AARIANA,F,0.0,0.0,0.024,1.0,0.1,3.33,0.041,1.443
AARIB,M,0.0,0.0,0.024,1.0,0.167,8.2,0.064,3.067
AARIC,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARIEL,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
AARIF,M,0.0,0.0,0.0,0.0,0.233,3.57,0.078,1.19
AARIFA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARIFAH,F,0.0,0.0,0.071,1.33,0.533,4.25,0.201,1.86
AARIJANNA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARIKA,F,0.0,0.0,0.048,1.0,0.1,4.0,0.049,1.667
AARIN,M,0.0,0.0,0.119,1.2,0.2,4.33,0.106,1.843
AARINI,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
AARIS,M,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
AARISH,M,0.0,0.0,0.0,0.0,0.067,9.5,0.022,3.167
AARISHA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARIT,M,0.0,0.0,0.0,0.0,0.033,5.0,0.011,1.667
AARIV,M,0.0,0.0,0.024,1.0,0.1,5.67,0.041,2.223
AARIYA,F,0.0,0.0,0.048,1.0,0.267,9.62,0.105,3.54
AARIYAH,F,0.0,0.0,0.0,0.0,0.067,5.0,0.022,1.667
AARIYAN,M,0.0,0.0,0.0,0.0,0.333,5.7,0.111,1.9
AARIYANA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARIZ,M,0.0,0.0,0.167,1.29,0.367,30.27,0.178,10.52
AARJUN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARLEA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARLENE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARMAAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARMAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARMEEN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARNA,F,0.0,0.0,0.095,2.25,0.3,16.33,0.132,6.193
AARNAV,M,0.0,0.0,0.071,1.0,0.267,7.37,0.113,2.79
AARNAVI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARNI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARNIKA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARO,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AAROAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAROHI,F,0.0,0.0,0.095,1.0,0.133,13.25,0.076,4.75
AARON,M,1.0,138.0,1.0,174.07,0.7,1599.42,0.9,637.163
AARON,F,0.0,0.0,0.262,3.0,0.0,0.0,0.087,1.0
AARONARTHUR,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARONDEEP,M,0.0,0.0,0.071,1.0,0.367,7.0,0.146,2.667
AARONJAMES,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARONJIT,M,0.0,0.0,0.048,1.0,0.033,3.0,0.027,1.333
AARONLEE,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARONVEER,M,0.0,0.0,0.048,1.0,0.133,3.5,0.06,1.5
AAROON,M,0.0,0.0,0.0,0.0,0.133,3.0,0.044,1.0
AARRAN,M,0.0,0.0,0.405,1.24,0.0,0.0,0.135,0.413
AARREN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARRON,M,0.0,0.0,0.786,4.0,0.533,12.19,0.44,5.397
AARRON,F,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
AARRONE,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARRYN,M,0.0,0.0,0.095,1.25,0.0,0.0,0.032,0.417
AARSH,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARSHI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARSHIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AART,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARTHI,F,0.0,0.0,0.024,1.0,0.067,3.5,0.03,1.5
AARTI,F,0.0,0.0,0.167,1.14,0.367,4.91,0.178,2.017
AARUHI,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARUN,M,0.0,0.0,0.048,1.0,0.367,3.82,0.138,1.607
AARUSAN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARUSH,M,0.0,0.0,0.167,1.71,0.367,25.64,0.178,9.117
AARUSHI,F,0.0,0.0,0.048,1.5,0.467,8.21,0.172,3.237
AARV,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARVI,F,0.0,0.0,0.024,1.0,0.133,5.75,0.052,2.25
AARVIN,M,0.0,0.0,0.024,1.0,0.067,3.5,0.03,1.5
AARWYN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARYA,M,0.0,0.0,0.048,1.0,0.267,4.62,0.105,1.873
AARYA,F,0.0,0.0,0.143,2.0,0.433,24.0,0.192,8.667
AARYAHI,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARYAN,M,0.0,0.0,0.238,1.9,0.5,49.8,0.246,17.233
AARYANA,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AARYANNA,F,0.0,0.0,0.071,1.33,0.033,3.0,0.035,1.443
AARYAV,M,0.0,0.0,0.048,1.0,0.1,4.33,0.049,1.777
AARYLAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARYN,M,0.0,0.0,0.381,1.75,0.067,3.0,0.149,1.583
AARYN,F,0.0,0.0,0.095,1.0,0.0,0.0,0.032,0.333
AARYUN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARYZ,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARZISH,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AARZO,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AARZOO,F,0.0,0.0,0.0,0.0,0.233,4.14,0.078,1.38
AARZU,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
AASE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AASHA,F,0.0,0.0,0.0,0.0,0.367,3.18,0.122,1.06
AASHAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AASHDON,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AASHI,F,0.0,0.0,0.024,1.0,0.367,7.27,0.13,2.757
AASHIF,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AASHIKA,F,0.0,0.0,0.0,0.0,0.133,3.25,0.044,1.083
AASHIR,M,0.0,0.0,0.024,1.0,0.367,5.45,0.13,2.15
AASHIRYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AASHISH,M,0.0,0.0,0.024,1.0,0.2,3.33,0.075,1.443
AASHIYANA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AASHMAN,M,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AASHNA,F,0.0,0.0,0.071,1.0,0.4,5.5,0.157,2.167
AASHNI,F,0.0,0.0,0.0,0.0,0.3,3.33,0.1,1.11
AASHRITHA,F,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
AASHRIYA,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
AASHVI,F,0.0,0.0,0.095,1.0,0.1,8.0,0.065,3.0
AASIA,F,0.0,0.0,0.119,1.0,0.4,4.67,0.173,1.89
AASIF,M,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
AASIM,M,0.0,0.0,0.071,1.0,0.567,6.12,0.213,2.373
AASIYA,F,0.0,0.0,0.071,1.33,0.633,8.42,0.235,3.25
AASIYAH,F,0.0,0.0,0.214,1.22,0.667,15.25,0.294,5.49
AASMA,F,0.0,0.0,0.095,1.25,0.0,0.0,0.032,0.417
AASMAAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AASR,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AASTHA,F,0.0,0.0,0.024,1.0,0.2,3.17,0.075,1.39
AASTON,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATEKHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATHAVAN,M,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
AATHAVI,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AATHIRA,F,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
AATHISH,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AATHREY,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATHYN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATIF,M,0.0,0.0,0.048,1.0,0.4,4.25,0.149,1.75
AATIFA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
AATIKA,F,0.0,0.0,0.0,0.0,0.3,3.44,0.1,1.147
AATIKAH,F,0.0,0.0,0.048,1.5,0.5,3.87,0.183,1.79
AATIQA,F,0.0,0.0,0.0,0.0,0.067,4.0,0.022,1.333
AATIQAH,F,0.0,0.0,0.0,0.0,0.1,3.67,0.033,1.223
AATIQUAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATISH,M,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
AATIYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATQA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATREYA,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AATU,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
AAVA,F,0.0,0.0,0.048,1.5,0.133,4.0,0.06,1.833
