name,gender,CN_AppRank,IRE1901_AppRank,IRE1911_AppRank,EW_AppRank,SC_AppRank,NI_AppRank,UK_AppRank,USA_AppRank,isBCenter,isBWizard,isBNames,origin,Total_AppRank
ISRAA,F,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,1.0,1.0,Arabic,rare
ISRAEL,M,uncommon,basic,basic,common,rare,unused,rare,basic,1.0,1.0,1.0,Jewish,uncommon
ISRAEL,F,rare,unused,rare,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
ISRAR,M,rare,unused,unused,common,rare,unused,rare,unused,1.0,0.0,0.0,,rare
ISREAL,M,rare,common,common,rare,rare,unused,rare,basic,1.0,1.0,0.0,,uncommon
ISSA,F,rare,rare,unused,unused,rare,unused,unused,rare,1.0,1.0,0.0,,rare
ISSA,M,uncommon,unused,rare,common,rare,unused,rare,uncommon,1.0,1.0,1.0,Arabic,rare
ISSAAC,M,rare,uncommon,rare,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
ISSABELLA,F,uncommon,basic,basic,common,rare,unused,rare,rare,1.0,1.0,0.0,,uncommon
ISSABELLE,F,rare,rare,rare,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
ISSAC,M,common,basic,basic,common,uncommon,rare,uncommon,basic,1.0,1.0,1.0,Jewish,common
ISSACK,M,rare,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
ISSAIC,M,rare,rare,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
ISSAM,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
ISSIAH,M,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
ISSIE,F,unused,rare,rare,unused,rare,unused,unused,rare,1.0,0.0,0.0,,rare
ITA,F,rare,uncommon,common,rare,rare,unused,rare,uncommon,1.0,0.0,1.0,Celtic,rare
ITAI,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,Jewish,rare
ITALIA,F,rare,unused,unused,common,rare,unused,rare,uncommon,1.0,1.0,1.0,Romance,rare
ITALO,M,uncommon,unused,unused,unused,rare,unused,unused,uncommon,1.0,1.0,1.0,Latin,rare
ITEOLUWAKISHI,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
ITZEL,F,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,1.0,1.0,Native American,rare
IVA,M,unused,uncommon,unused,unused,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
IVA,F,uncommon,common,uncommon,uncommon,rare,unused,rare,basic,1.0,1.0,0.0,English,uncommon
IVAH,F,unused,unused,uncommon,unused,unused,unused,unused,uncommon,1.0,1.0,1.0,Biblical,rare
IVAN,M,basic,uncommon,uncommon,common,basic,rare,common,basic,1.0,1.0,1.0,Jewish,common
IVAN,F,unused,uncommon,rare,unused,rare,unused,unused,common,1.0,0.0,0.0,,rare
IVANA,F,common,unused,unused,common,uncommon,unused,uncommon,uncommon,1.0,1.0,1.0,Jewish,uncommon
IVANAH,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IVANKA,F,uncommon,unused,unused,unused,rare,unused,unused,rare,1.0,1.0,1.0,Slavic,rare
IVANNA,F,uncommon,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,1.0,Slavic,rare
IVAR,M,rare,uncommon,rare,unused,rare,unused,unused,common,1.0,1.0,1.0,Scandinavian,rare
IVE,M,unused,uncommon,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
IVEN,M,rare,unused,unused,rare,unused,unused,unused,common,1.0,1.0,0.0,Slavic,rare
IVER,M,uncommon,unused,uncommon,rare,rare,unused,rare,common,1.0,1.0,0.0,,rare
IVERNA,F,unused,uncommon,rare,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
IVETTE,F,rare,unused,unused,unused,unused,unused,unused,common,1.0,1.0,1.0,Romance,rare
IVEY,F,rare,uncommon,rare,rare,rare,unused,rare,basic,1.0,0.0,0.0,,rare
IVIE,M,unused,unused,uncommon,unused,rare,unused,unused,rare,1.0,0.0,0.0,,rare
IVIE,F,rare,rare,unused,uncommon,rare,unused,rare,common,1.0,0.0,0.0,,rare
IVO,M,uncommon,rare,rare,common,rare,rare,uncommon,common,1.0,1.0,0.0,German,uncommon
IVON,M,unused,rare,rare,rare,unused,unused,unused,common,1.0,0.0,0.0,,rare
IVONNE,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,1.0,1.0,"Dutch, German, Romance",rare
IVOR,M,uncommon,common,uncommon,common,common,unused,uncommon,common,1.0,1.0,1.0,Scandinavian,uncommon
IVORY,F,uncommon,unused,unused,rare,rare,unused,rare,basic,1.0,1.0,0.0,Latin,rare
IVORY,M,rare,unused,rare,unused,unused,unused,unused,basic,1.0,1.0,0.0,Latin,rare
IVY,M,rare,unused,unused,unused,rare,unused,unused,basic,1.0,1.0,0.0,,rare
IVY,F,basic,uncommon,common,basic,common,uncommon,common,basic,1.0,1.0,1.0,Greek,common
IWAN,M,rare,unused,unused,common,rare,unused,rare,rare,1.0,1.0,1.0,"Celtic, Slavic",rare
IWINOSA,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
IYA,F,rare,rare,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,Indian,rare
IYAD,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IYANA,F,rare,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,Jewish,rare
IYANNA,F,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,1.0,0.0,,rare
IYANUOLUWA,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IYANUOLUWA,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IYESHA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IYINOLUWA,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IYLA,F,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,Indian,rare
IYSHA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZA,F,rare,uncommon,common,rare,rare,unused,rare,uncommon,1.0,0.0,1.0,Slavic,rare
IZAAC,M,rare,rare,rare,common,rare,rare,uncommon,rare,1.0,1.0,0.0,,rare
IZAAK,M,uncommon,unused,unused,common,uncommon,unused,uncommon,uncommon,1.0,1.0,1.0,Jewish,rare
IZAAN,M,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZABEL,F,uncommon,rare,uncommon,common,rare,unused,rare,rare,1.0,1.0,1.0,Romance,rare
IZABELA,F,uncommon,uncommon,unused,common,rare,unused,rare,rare,1.0,1.0,1.0,Slavic,rare
IZABELL,F,rare,rare,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZABELLA,F,common,basic,basic,common,uncommon,rare,uncommon,rare,1.0,1.0,1.0,Slavic,common
IZABELLE,F,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,1.0,1.0,English,rare
IZAC,M,rare,rare,uncommon,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZACK,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZAH,F,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
IZAIAH,M,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,Jewish,rare
IZAK,M,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZAYAH,M,uncommon,unused,unused,rare,unused,unused,unused,rare,1.0,1.0,0.0,,rare
IZEBELLA,F,unused,uncommon,rare,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
IZEL,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZHAAR,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
IZHAN,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,,rare
IZIAH,M,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
IZMA,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,Arabic,rare
IZNA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Arabic,rare
IZOBEL,F,unused,unused,unused,common,unused,unused,rare,rare,1.0,0.0,0.0,Romance,rare
IZORA,F,rare,unused,unused,unused,unused,unused,unused,common,1.0,1.0,0.0,,rare
IZYAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZZA,F,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZZABELLA,F,rare,common,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZZABELLE,F,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
IZZAH,F,rare,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZZAK,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZZAT,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZZI,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
IZZIE,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,Greek,rare
IZZY,F,rare,unused,unused,common,rare,rare,uncommon,rare,1.0,1.0,0.0,Greek,rare
IZZY,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JA,M,rare,uncommon,common,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JA,F,rare,unused,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JAAD,M,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAAFAR,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Arabic,rare
JAAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Slavic,rare
JAANA,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,Finnish,rare
JABARI,M,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,0.0,African,rare
JABBAR,M,unused,unused,unused,rare,rare,unused,rare,uncommon,1.0,0.0,1.0,Arabic,rare
JABE,M,rare,unused,unused,rare,rare,unused,rare,uncommon,1.0,0.0,0.0,,rare
JABER,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JABEZ,M,rare,uncommon,basic,uncommon,unused,unused,rare,uncommon,1.0,1.0,1.0,Jewish,uncommon
JABIR,M,rare,unused,unused,common,rare,unused,rare,rare,1.0,0.0,1.0,Arabic,rare
JABRIEL,M,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
JABRIL,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,1.0,Arabic,rare
JAC,M,rare,rare,unused,common,common,rare,uncommon,uncommon,1.0,0.0,0.0,Jewish,uncommon
JACAB,M,unused,rare,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JACALYN,F,uncommon,unused,unused,unused,uncommon,unused,rare,common,1.0,1.0,0.0,,rare
JACCOB,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,Jewish,rare
JACE,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JACE,M,common,unused,unused,common,uncommon,rare,uncommon,uncommon,1.0,1.0,1.0,English,uncommon
JACEE,F,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
JACEK,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,1.0,Slavic,rare
JACELYN,F,rare,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
JACEN,M,rare,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
JACEY,M,rare,unused,unused,uncommon,unused,unused,rare,uncommon,1.0,0.0,0.0,,rare
JACEY,F,common,unused,unused,common,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
JACHIN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,Biblical,rare
JACI,F,rare,unused,unused,unused,unused,unused,unused,common,1.0,0.0,1.0,English,rare
JACIE,F,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,0.0,0.0,,rare
JACILYN,F,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
JACINDA,F,uncommon,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,1.0,Greek,rare
JACINTA,F,uncommon,unused,unused,common,rare,rare,uncommon,common,1.0,1.0,1.0,Greek,uncommon
JACINTHA,F,rare,unused,unused,rare,rare,unused,rare,rare,0.0,1.0,1.0,Dutch,rare
JACINTO,M,unused,unused,unused,rare,unused,unused,unused,common,1.0,1.0,1.0,Romance,rare
JACK,F,unused,uncommon,uncommon,unused,rare,unused,unused,basic,1.0,0.0,0.0,,rare
JACK,M,basic,basic,basic,basic,basic,basic,basic,basic,1.0,1.0,1.0,English,basic
JACKALYN,F,rare,unused,unused,unused,rare,unused,unused,uncommon,0.0,0.0,1.0,English,rare
JACKE,M,rare,rare,rare,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JACKELYN,F,uncommon,unused,unused,unused,rare,unused,unused,uncommon,1.0,1.0,0.0,,rare
JACKEY,M,rare,rare,rare,unused,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
JACKI,F,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,1.0,English,rare
JACKIE,F,common,unused,unused,uncommon,common,unused,uncommon,basic,1.0,1.0,0.0,French,uncommon
JACKIE,M,common,uncommon,uncommon,uncommon,common,rare,uncommon,common,1.0,1.0,0.0,French,uncommon
JACKLINE,F,rare,unused,rare,unused,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
JACKLYN,F,common,unused,unused,unused,uncommon,unused,rare,common,1.0,1.0,1.0,Jewish,rare
JACKLYNN,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
JACKOB,M,rare,rare,rare,unused,rare,unused,unused,rare,1.0,0.0,0.0,,rare
JACKSON,M,basic,basic,basic,common,basic,basic,basic,basic,1.0,1.0,1.0,Jewish,basic
JACKSON,F,rare,common,uncommon,unused,rare,unused,unused,rare,1.0,0.0,0.0,,rare
JACKY,F,rare,unused,unused,rare,rare,unused,rare,common,1.0,0.0,0.0,Jewish,rare
JACKY,M,common,rare,uncommon,common,uncommon,rare,uncommon,common,1.0,1.0,1.0,French,uncommon
JACLIN,F,rare,unused,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JACLYN,F,basic,unused,unused,rare,common,unused,rare,common,1.0,1.0,1.0,Jewish,uncommon
JACLYNN,F,uncommon,unused,unused,unused,rare,unused,unused,common,1.0,0.0,0.0,,rare
JACO,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JACOB,M,basic,basic,basic,common,basic,basic,basic,basic,1.0,1.0,1.0,Jewish,basic
JACOB,F,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
JACOBA,F,uncommon,unused,unused,unused,unused,unused,unused,uncommon,1.0,1.0,1.0,Jewish,rare
JACOBE,M,rare,rare,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,Jewish,rare
JACOBI,M,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
JACOBIE,M,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
JACOBINA,F,unused,uncommon,rare,unused,rare,unused,unused,unused,0.0,1.0,1.0,Dutch,rare
JACOBO,M,rare,unused,unused,rare,rare,unused,rare,common,1.0,1.0,1.0,Romance,rare
JACOBUS,M,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,"Dutch, Roman",rare
JACOBY,M,uncommon,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
JACOLYN,F,rare,unused,unused,unused,rare,unused,unused,uncommon,0.0,1.0,0.0,,rare
JACOP,M,unused,rare,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JACOPO,M,unused,unused,unused,uncommon,unused,unused,rare,rare,1.0,1.0,1.0,Romance,rare
JACQUE,M,uncommon,rare,rare,uncommon,rare,unused,rare,common,1.0,0.0,0.0,,rare
JACQUE,F,unused,unused,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
JACQUELENE,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,0.0,0.0,,rare
JACQUELIN,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
JACQUELINE,F,basic,unused,uncommon,basic,basic,uncommon,common,basic,1.0,1.0,1.0,French,common
JACQUELINE,M,unused,unused,unused,unused,rare,unused,unused,common,1.0,0.0,0.0,,rare
JACQUELYN,F,common,unused,unused,rare,common,unused,rare,common,1.0,1.0,1.0,Jewish,rare
JACQUELYNE,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
JACQUELYNN,F,uncommon,unused,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
JACQUES,M,common,common,uncommon,common,common,rare,uncommon,common,1.0,1.0,1.0,French,common
JACQUETTA,F,unused,unused,unused,unused,rare,unused,unused,common,0.0,1.0,1.0,English,rare
JACQUI,F,unused,unused,unused,rare,common,unused,rare,uncommon,1.0,1.0,1.0,Jewish,rare
JACQUIE,F,rare,unused,unused,unused,uncommon,unused,rare,common,1.0,0.0,0.0,,rare
JACQUILINE,F,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
JACQULINE,F,uncommon,rare,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
JACQULYN,F,rare,unused,unused,unused,rare,unused,unused,common,1.0,1.0,0.0,,rare
JACUB,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JACY,F,uncommon,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,Native American,rare
JACY,M,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,Native American,rare
JAD,M,uncommon,unused,unused,common,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
JADA,F,common,unused,unused,common,uncommon,rare,uncommon,common,1.0,1.0,0.0,Jewish,uncommon
JADAH,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JADAN,M,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JADE,F,basic,unused,unused,common,basic,basic,basic,common,1.0,1.0,1.0,"English, French",common
JADE,M,common,unused,unused,rare,uncommon,unused,rare,uncommon,1.0,1.0,0.0,,rare
JADEAN,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JADEEN,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JADEN,M,common,unused,unused,common,common,uncommon,common,uncommon,1.0,1.0,0.0,,uncommon
JADEN,F,common,unused,unused,uncommon,uncommon,rare,uncommon,uncommon,1.0,1.0,0.0,,uncommon
JADENE,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JADESOLA,F,rare,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JADEY,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JADIE,F,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,0.0,,rare
JADINE,F,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,0.0,0.0,English,rare
JADON,M,common,unused,unused,common,uncommon,unused,uncommon,uncommon,1.0,1.0,1.0,Biblical,uncommon
JADWIGA,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,1.0,Slavic,rare
JADY,F,rare,uncommon,unused,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JADYN,F,common,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JADYN,M,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JADZIA,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,1.0,Slavic,rare
JAE,F,rare,uncommon,unused,uncommon,rare,unused,rare,common,1.0,0.0,0.0,Latin,rare
JAE,M,rare,uncommon,uncommon,common,uncommon,unused,uncommon,common,1.0,0.0,1.0,English,uncommon
JAEDA,F,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAEDEN,F,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAEDEN,M,common,unused,unused,common,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAEDON,M,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAEDYN,M,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAEDYN,F,common,unused,unused,unused,rare,unused,unused,rare,1.0,1.0,0.0,,rare
JAEGER,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAEL,F,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,1.0,Jewish,rare
JAELA,F,uncommon,unused,unused,rare,unused,unused,unused,rare,1.0,0.0,0.0,Jewish,rare
JAELYN,F,common,unused,unused,rare,rare,unused,rare,uncommon,1.0,1.0,0.0,Jewish,rare
JAEN,M,unused,rare,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,Jewish,rare
JAESON,M,rare,unused,unused,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
JAFAR,M,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,1.0,Indian,rare
JAFFAR,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Arabic,rare
JAGAN,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAGDEEP,M,common,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
JAGGER,M,common,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,English,rare
JAGJEEVAN,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,Indian,rare
JAGJIT,M,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Indian,rare
JAGJOT,M,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAGO,M,rare,unused,rare,common,uncommon,unused,uncommon,rare,1.0,1.0,1.0,Jewish,rare
JAGODA,F,unused,unused,unused,uncommon,rare,rare,rare,unused,1.0,1.0,1.0,Slavic,rare
JAGRAJ,M,uncommon,unused,unused,common,rare,unused,rare,unused,1.0,0.0,0.0,,rare
JAGROOP,M,uncommon,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAHAN,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAHAN,M,rare,unused,unused,uncommon,rare,unused,rare,uncommon,1.0,1.0,1.0,Persian,rare
JAHANA,F,unused,common,uncommon,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JAHANGIR,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,1.0,Persian,rare
JAHANNA,F,unused,basic,basic,unused,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JAHANZEB,M,rare,unused,unused,rare,rare,unused,rare,unused,1.0,0.0,0.0,Arabic,rare
JAHEEM,M,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,1.0,0.0,,rare
JAHEIM,M,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,African,rare
JAHI,M,rare,unused,unused,rare,unused,unused,unused,uncommon,1.0,0.0,0.0,,rare
JAHID,M,unused,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAHIEM,M,uncommon,unused,unused,uncommon,unused,unused,rare,rare,1.0,1.0,0.0,African,rare
JAHMAI,M,unused,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
JAHMAL,M,uncommon,unused,unused,common,rare,unused,rare,uncommon,1.0,0.0,0.0,,rare
JAHMAR,M,uncommon,unused,unused,uncommon,unused,unused,rare,uncommon,1.0,0.0,0.0,,rare
JAHMARI,M,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
JAHN,M,unused,common,common,unused,rare,unused,unused,uncommon,1.0,0.0,0.0,,rare
JAHNAVI,F,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,1.0,0.0,Indian,rare
JAHNVI,F,unused,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAHSIAH,M,uncommon,unused,unused,rare,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JAHVON,M,uncommon,unused,unused,rare,unused,unused,unused,rare,1.0,0.0,0.0,,rare
JAHZARA,F,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAHZIAH,M,rare,unused,unused,uncommon,unused,unused,rare,rare,1.0,0.0,0.0,,rare
JAI,M,common,unused,unused,common,basic,uncommon,common,uncommon,1.0,1.0,1.0,Indian,uncommon
JAI,F,rare,unused,unused,common,uncommon,unused,uncommon,uncommon,1.0,0.0,0.0,Indian,rare
JAIA,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAICOB,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAID,F,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAIDA,F,common,unused,unused,common,rare,unused,rare,uncommon,1.0,1.0,1.0,Romance,rare
JAIDAN,M,rare,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAIDE,F,rare,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAIDEEP,M,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,Indian,rare
JAIDEN,M,common,unused,unused,common,uncommon,uncommon,uncommon,rare,1.0,1.0,0.0,,uncommon
JAIDEN,F,common,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAIDEV,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,1.0,Indian,rare
JAIDON,M,uncommon,unused,unused,common,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAIDYN,M,uncommon,unused,unused,uncommon,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAIDYN,F,common,unused,unused,rare,rare,unused,rare,rare,1.0,1.0,0.0,,rare
JAIK,M,rare,unused,unused,rare,rare,unused,rare,rare,1.0,0.0,0.0,,rare
JAILYN,F,uncommon,unused,unused,unused,rare,unused,unused,rare,1.0,1.0,0.0,,rare
JAIMA,F,unused,unused,unused,rare,rare,unused,rare,rare,0.0,1.0,0.0,,rare
JAIME,F,basic,unused,unused,common,basic,rare,common,common,1.0,1.0,0.0,Romance,uncommon
JAIME,M,common,unused,unused,common,basic,rare,common,common,1.0,1.0,0.0,Romance,uncommon
