name,gender,AB_appFrac,AB_avgVal,BC_appFrac,BC_avgVal,OT_appFrac,OT_avgVal,CN_appFrac,CN_avgVal
ILEEN,F,0.038,1.0,0.0,0.0,0.01,7.0,0.016,2.667
ILEENE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILEF,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILEIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILEIGH,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
ILENA,F,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
ILENE,F,0.154,1.0,0.0,0.0,0.01,13.0,0.055,4.667
ILENIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILENRE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILERIOLUWA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILESHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILESHIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILESSA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILEXI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILEY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILEYDA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILHAAM,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILHAM,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILHAM,F,0.154,1.75,0.0,0.0,0.01,5.0,0.055,2.25
ILHAMUDDIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILHAN,M,0.192,1.6,0.0,0.0,0.0,0.0,0.064,0.533
ILHAN,F,0.269,1.0,0.0,0.0,0.01,6.0,0.093,2.333
ILHANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILIA,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
ILIAANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIAN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILIANA,F,0.462,1.92,0.0,0.0,0.01,6.0,0.157,2.64
ILIANNA,F,0.231,1.0,0.0,0.0,0.0,0.0,0.077,0.333
ILIAS,M,0.423,1.18,0.0,0.0,0.01,7.0,0.144,2.727
ILIE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIENNE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIJA,M,0.038,1.0,0.0,0.0,0.01,5.0,0.016,2.0
ILIJAH,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
ILIKAI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILILY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILINA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILINCA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILINKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIRIAN,M,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
ILISA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILISABELLE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILISE,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILISH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILISHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILISSIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIYA,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILIYAAS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIYAN,M,0.154,1.5,0.0,0.0,0.0,0.0,0.051,0.5
ILIYANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILIZA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILKA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLA,F,0.077,1.0,0.0,0.0,0.01,5.0,0.029,2.0
ILLADA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLANGAGE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLAUNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLEANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLEANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLESSA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLEY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLIANA,F,0.115,1.67,0.0,0.0,0.0,0.0,0.038,0.557
ILLIANNA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
ILLIAS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLIE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLIONA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLISA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLISIK,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLIYANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLNAZ,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLONYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLYA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILLYANA,F,0.231,1.0,0.0,0.0,0.0,0.0,0.077,0.333
ILLYANNA,F,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
ILLYRIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILMA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILMEYAT,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILONA,F,0.423,1.0,0.02,6.5,0.01,6.0,0.151,4.5
ILORA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILSA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
ILSAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILSE,F,0.192,1.0,0.0,0.0,0.0,0.0,0.064,0.333
ILUMINADA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILUNGA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILWAAD,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILWAD,F,0.115,1.0,0.0,0.0,0.01,5.0,0.042,2.0
ILY,F,0.154,1.5,0.0,0.0,0.0,0.0,0.051,0.5
ILY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYA,M,0.308,2.25,0.01,9.0,0.0,0.0,0.106,3.75
ILYA,F,0.115,1.67,0.0,0.0,0.0,0.0,0.038,0.557
ILYAAS,M,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
ILYAASEEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYANA,F,0.192,1.4,0.0,0.0,0.0,0.0,0.064,0.467
ILYANNA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
ILYAR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYAS,M,0.5,3.46,0.0,0.0,0.01,5.0,0.17,2.82
ILYAZ,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILYES,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYJA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYJA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYRIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYSA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYSE,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
ILYSH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYSHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
ILYSSA,F,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
ILYÈS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMAAD,M,0.154,1.25,0.0,0.0,0.01,5.0,0.055,2.083
IMAAN,M,0.269,1.29,0.0,0.0,0.0,0.0,0.09,0.43
IMAAN,F,0.577,1.53,0.0,0.0,0.01,5.0,0.196,2.177
IMAANI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMAARA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
IMAD,M,0.308,1.25,0.0,0.0,0.01,5.0,0.106,2.083
IMAGIN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMAGINE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMAJYN,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
IMAM,M,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
IMAMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMAMI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMAMMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMAN,M,0.269,1.14,0.0,0.0,0.0,0.0,0.09,0.38
IMAN,F,0.962,4.04,0.02,6.5,0.01,5.0,0.331,5.18
IMANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANDI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANE,F,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
IMANELA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANI,F,0.269,1.14,0.0,0.0,0.01,8.0,0.093,3.047
IMANIAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANJOT,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANPAL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANUEL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMANUELA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMARA,F,0.231,1.0,0.0,0.0,0.0,0.0,0.077,0.333
IMBRI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IME,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMEE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMEL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMELDA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMEN,M,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
IMENE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMESHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMEZUGO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMIJ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMILE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMILIE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMIOLUWA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMISIOLUWA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMISIOLUWA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMMACOLATA,F,0.0,0.0,0.0,0.0,0.01,5.0,0.003,1.667
IMMACULA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMMAD,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMMAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMMANUEL,M,0.615,2.0,0.0,0.0,0.01,5.0,0.208,2.333
IMMANUELLE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMMAR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMMARY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMOGEN,F,0.654,3.18,0.06,6.83,0.01,5.0,0.241,5.003
IMOGENE,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
IMOLEOLUWA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMONITIE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMPABIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMPREET,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRAAN,M,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
IMRAAZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRAHN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRAN,M,0.808,3.9,0.03,7.0,0.01,5.0,0.283,5.3
IMRANALI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRANDEEP,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRANE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRANULLAH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRE,M,0.0,0.0,0.0,0.0,0.01,5.0,0.003,1.667
IMREN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMREN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRENJIT,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRIEL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRINDEEP,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMROZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMROZE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMRUN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMTAZ,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMTIAZ,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
IMTISAM,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMTISHAL,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
IMTIYAZ,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
IMUNIQUE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INA,F,0.385,1.1,0.08,5.75,0.01,38.0,0.158,14.95
INAAM,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INAAM,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INAARA,F,0.154,1.5,0.0,0.0,0.01,11.0,0.055,4.167
INAAYA,F,0.346,2.89,0.0,0.0,0.01,10.0,0.119,4.297
INAAYAH,F,0.038,2.0,0.0,0.0,0.01,6.0,0.016,2.667
INABIYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INAHO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INAIS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INAIYA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INAM,M,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
INANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INARA,F,0.577,3.0,0.0,0.0,0.01,8.0,0.196,3.667
INARAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INARI,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INAS,F,0.192,1.0,0.0,0.0,0.0,0.0,0.064,0.333
INAYA,F,0.462,3.25,0.0,0.0,0.01,6.0,0.157,3.083
INAYAH,F,0.269,1.43,0.0,0.0,0.01,7.0,0.093,2.81
INAYAT,F,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
INAYAT,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INAYATPREET,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INBAL,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDAKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDAKIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDALECIO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDEANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDECA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDEE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDEEP,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDEPENDANCE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDER,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDER,M,0.231,1.0,0.0,0.0,0.0,0.0,0.077,0.333
INDERBEER,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDERBIR,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INDERDEEP,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INDERDEEP,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDERJEET,M,0.038,3.0,0.0,0.0,0.0,0.0,0.013,1.0
INDERJIT,M,0.192,1.0,0.01,5.0,0.01,5.0,0.071,3.667
INDERJOT,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INDERMEET,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDERNEIL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDERPAL,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDERPAL,M,0.038,1.0,0.02,5.0,0.0,0.0,0.019,2.0
INDERPAUL,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INDERPREET,F,0.038,1.0,0.02,7.5,0.0,0.0,0.019,2.833
INDERPREET,M,0.154,1.25,0.02,5.5,0.01,6.0,0.061,4.25
INDERVEER,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INDERVEER,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INDERVIR,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDERVIR,M,0.115,1.0,0.0,0.0,0.01,5.0,0.042,2.0
INDI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDI,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INDIA,F,0.808,2.19,0.04,6.5,0.01,5.0,0.286,4.563
INDIAMARIE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDIANA,M,0.5,1.46,0.0,0.0,0.0,0.0,0.167,0.487
INDIANA,F,0.462,1.58,0.01,5.0,0.01,7.0,0.161,4.527
INDIANNA,F,0.346,1.22,0.0,0.0,0.0,0.0,0.115,0.407
INDIARA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INDICA,F,0.385,1.1,0.0,0.0,0.0,0.0,0.128,0.367
INDIE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDIE,F,0.231,2.17,0.0,0.0,0.0,0.0,0.077,0.723
INDIGO,M,0.192,1.2,0.0,0.0,0.0,0.0,0.064,0.4
INDIGO,F,0.462,1.58,0.0,0.0,0.0,0.0,0.154,0.527
INDIKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDIKAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDIO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDIRA,F,0.385,1.4,0.0,0.0,0.01,5.0,0.132,2.133
INDIYA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INDO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDRA,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INDRA,F,0.231,1.17,0.0,0.0,0.0,0.0,0.077,0.39
INDREANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDRIAS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDRODEEP,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDUS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDVIR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INDY,F,0.231,1.67,0.0,0.0,0.0,0.0,0.077,0.557
INDY,M,0.154,1.5,0.01,5.0,0.0,0.0,0.055,2.167
INDYA,F,0.192,1.0,0.0,0.0,0.0,0.0,0.064,0.333
INDYANA,F,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
INDYANNA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INEET,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INEKE,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INELA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INERSHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INES,F,0.423,1.18,0.0,0.0,0.01,6.0,0.144,2.393
INESH,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INESS,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INESSA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INEZ,F,0.385,1.2,0.06,5.17,0.01,33.0,0.152,13.123
INEZA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INEZA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INEZIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INFANT,M,0.0,0.0,0.0,0.0,0.01,47.0,0.003,15.667
INFANT,F,0.0,0.0,0.0,0.0,0.01,39.0,0.003,13.0
INFERNO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INFINITI,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INFINITY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INGA,F,0.308,1.12,0.0,0.0,0.01,5.0,0.106,2.04
INGE,F,0.038,1.0,0.01,5.0,0.01,7.0,0.019,4.333
INGELISE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INGRID,F,0.731,1.79,0.4,10.93,0.01,5.0,0.38,5.907
INGSAM,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INGY,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INHA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIAKI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIBHOBOR,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INICKO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIER,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIESTA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIGO,M,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
INIK,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIKI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIOLUWA,F,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
INIOLUWA,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INIPI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIUBONG,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIVEA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INIYA,F,0.038,1.0,0.0,0.0,0.01,6.0,0.016,2.333
INIYEBI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INJI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INJI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INJILA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INNA,F,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
INNE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INNES,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INNES,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INNESSA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INNIS,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INNOCENT,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INNOCENTA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INNOCENZO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INOLA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INOMAZA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INRICO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INSAF,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INSHA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INSHAL,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INSHIRAH,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
INSITH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INSIYA,F,0.115,1.67,0.0,0.0,0.0,0.0,0.038,0.557
INSIYAH,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
INSIYYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INTAJ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INTDAR,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INTHANU,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
INTI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
