name,gender,AB_appFrac,AB_avgVal,BC_appFrac,BC_avgVal,OT_appFrac,OT_avgVal,CN_appFrac,CN_avgVal
AABAN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AABID,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AABIR,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AABIS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADAM,M,0.192,1.2,0.0,0.0,0.01,5.0,0.067,2.067
AADAN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AADARSH,M,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
AADEEP,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADEN,M,0.385,3.6,0.02,11.0,0.01,10.0,0.138,8.2
AADESH,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AADHARSH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHAV,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHAVAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHEEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHIL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHITEYA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHITYA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADHYA,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AADHYA,F,0.077,2.0,0.0,0.0,0.01,13.0,0.029,5.0
AADI,M,0.231,2.17,0.0,0.0,0.01,10.0,0.08,4.057
AADIL,M,0.192,1.2,0.0,0.0,0.01,6.0,0.067,2.4
AADILA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AADINEER,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADIT,M,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
AADITRI,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AADITYA,M,0.192,1.4,0.0,0.0,0.01,5.0,0.067,2.133
AADL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADLE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADON,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AADRA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADRIAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADRIENNE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADRIKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADVIK,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADVIKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AADYA,F,0.154,1.5,0.0,0.0,0.01,6.0,0.055,2.5
AADYN,M,0.192,1.4,0.0,0.0,0.0,0.0,0.064,0.467
AAEMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAESHA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAFARIDA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAFIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAFIYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAFREEN,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAGAM,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAGAMJIT,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAGE,M,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
AAGMAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAGMANPAL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAGYADEEP,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAHAAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAHAD,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAHAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAHANA,F,0.154,1.25,0.0,0.0,0.01,7.0,0.055,2.75
AAHIL,M,0.346,3.0,0.0,0.0,0.01,8.0,0.119,3.667
AAHLIAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAHLIANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAHLIYA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAHNA,F,0.192,1.4,0.0,0.0,0.0,0.0,0.064,0.467
AAHRON,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAIANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAICHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAIDAN,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AAIDEN,M,0.115,1.33,0.0,0.0,0.01,5.0,0.042,2.11
AAIEZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAIISHAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAIJAY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAILA,F,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
AAILAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAIMA,F,0.154,1.0,0.0,0.0,0.01,6.0,0.055,2.333
AAINA,F,0.077,1.5,0.0,0.0,0.0,0.0,0.026,0.5
AAIRA,F,0.269,1.86,0.0,0.0,0.01,7.0,0.093,2.953
AAIRAH,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAISHA,F,0.192,1.4,0.0,0.0,0.0,0.0,0.064,0.467
AAIYLA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAIZA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAJAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAKANKSHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAKARSH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAKASH,M,0.154,1.25,0.0,0.0,0.01,5.0,0.055,2.083
AAKASHDEEP,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAKESH,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAKIF,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAKRITI,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AALA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AALAA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALAIYAH,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AALAY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALAYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALAYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALEAH,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AALEEN,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AALEEYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALEYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALEYAH,F,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
AALI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIA,F,0.077,1.5,0.0,0.0,0.0,0.0,0.026,0.5
AALIAAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIAH,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AALIANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIANNAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIM,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALINA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIYA,F,0.423,1.82,0.0,0.0,0.01,7.0,0.144,2.94
AALIYAA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIYAH,F,0.731,20.05,0.16,20.75,0.01,6.0,0.3,15.6
AALIYAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIYAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALIYHA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AALIZA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALLISHIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALLIYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALOK,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALOKE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALSA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALT,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALTJE,F,0.0,0.0,0.0,0.0,0.01,5.0,0.003,1.667
AALYAH,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AALYIAH,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AALYN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALYSA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALYSHIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALYSIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AALYSSA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMAL,F,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
AAMAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMANI,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AAMAR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMBAR,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMEEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMENA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AAMER,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMIL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMINA,F,0.192,1.0,0.0,0.0,0.01,5.0,0.067,2.0
AAMINAH,F,0.154,2.0,0.0,0.0,0.01,5.0,0.055,2.333
AAMINO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMIR,M,0.192,1.2,0.0,0.0,0.01,7.0,0.067,2.733
AAMIRA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AAMISH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMNA,F,0.385,1.3,0.0,0.0,0.01,7.0,0.132,2.767
AAMON,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMVI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAMYA,F,0.077,1.5,0.0,0.0,0.0,0.0,0.026,0.5
AAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANAV,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANAY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANAYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANCHAL,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AANCHALPREET,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANELI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANELLE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANEM,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANEYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANGI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANIA,F,0.077,2.0,0.0,0.0,0.0,0.0,0.026,0.667
AANIBAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANICK,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANIK,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANIKA,F,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
AANISH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANIYA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AANOUM,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANTYN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANUM,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANUOLUWA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANUOLUWATOMILEHIN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANVI,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AANVY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AANYA,F,0.423,2.64,0.02,6.0,0.01,6.0,0.151,4.88
AAPANII,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAQIB,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAQIL,M,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
AARA,F,0.231,1.33,0.0,0.0,0.0,0.0,0.077,0.443
AARAB,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARADH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARADHANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARADHY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARADHYA,F,0.115,2.67,0.0,0.0,0.01,9.0,0.042,3.89
AARAIZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARALEE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARALYN,F,0.346,1.67,0.0,0.0,0.0,0.0,0.115,0.557
AARALYNN,F,0.192,1.2,0.0,0.0,0.0,0.0,0.064,0.4
AARAN,M,0.154,1.0,0.0,0.0,0.01,6.0,0.055,2.333
AARASH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARAU,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARAV,M,0.462,8.58,0.06,18.5,0.01,7.0,0.177,11.36
AARAVBIR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARAVJEET,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAREETA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAREETH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAREFA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARELL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAREN,M,0.385,1.0,0.0,0.0,0.0,0.0,0.128,0.333
AAREN,F,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
AAREZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARFAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARHIAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIA,F,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
AARIAH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIANA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AARIB,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIC,M,0.231,1.33,0.0,0.0,0.0,0.0,0.077,0.443
AARICK,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIEANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIELLE,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AARIEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIF,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AARIJ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIK,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AARIKA,F,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
AARILYNN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIN,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AARIN,M,0.192,1.0,0.0,0.0,0.0,0.0,0.064,0.333
AARION,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIONNE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIS,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARISH,M,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
AARISHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIT,M,0.038,3.0,0.0,0.0,0.0,0.0,0.013,1.0
AARIUS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIV,M,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
AARIY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIYA,F,0.077,1.5,0.0,0.0,0.0,0.0,0.026,0.5
AARIYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIYAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIYANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIYEL,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIZ,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARIZ,M,0.346,3.56,0.0,0.0,0.01,7.0,0.119,3.52
AARJ,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARJAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARJAV,M,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
AARJUN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARMAAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARNA,F,0.308,2.5,0.0,0.0,0.01,7.0,0.106,3.167
AARNAV,M,0.192,2.0,0.0,0.0,0.01,8.0,0.067,3.333
AARO,M,0.077,2.0,0.0,0.0,0.0,0.0,0.026,0.667
AAROHAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAROHEE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAROHI,F,0.192,1.2,0.0,0.0,0.0,0.0,0.064,0.4
AAROLYN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAROLYNN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARON,M,0.923,84.37,0.6,104.58,0.01,7.0,0.511,65.317
AARON,F,0.308,1.25,0.0,0.0,0.01,7.0,0.106,2.75
AARONA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARONDEEP,M,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
AARONJEET,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARONJIT,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARONLEE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAROON,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAROOSH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAROW,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARRIANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARRIS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARRON,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AARRY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARSH,M,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
AARSHDEEP,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARSHIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARTI,F,0.115,1.0,0.0,0.0,0.01,5.0,0.042,2.0
AARUSH,M,0.231,2.5,0.01,5.0,0.01,7.0,0.084,4.833
AARUSHI,F,0.269,1.14,0.0,0.0,0.01,6.0,0.093,2.38
AARV,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARVI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARVIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARYA,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AARYA,F,0.308,2.87,0.02,5.5,0.01,6.0,0.113,4.79
AARYAN,M,0.5,3.46,0.04,7.75,0.01,9.0,0.183,6.737
AARYANA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AARYANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARYANNAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARYASH,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AARYAV,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARYAVEER,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARYEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARYN,M,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
AARYN,F,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
AARZA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARZO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AARÓN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASAY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASEAS,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASEN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHA,F,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
AASHAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHAR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHAY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHI,F,0.154,1.25,0.0,0.0,0.0,0.0,0.051,0.417
AASHIANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHIKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHIM,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHIMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHINI,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASHIR,M,0.115,1.0,0.0,0.0,0.01,6.0,0.042,2.333
AASHISH,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASHIYANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHKA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASHLEY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHMAN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASHMEEN,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASHNA,F,0.423,1.36,0.0,0.0,0.01,6.0,0.144,2.453
AASHRAY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASHVI,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASIA,F,0.077,1.5,0.0,0.0,0.0,0.0,0.026,0.5
AASIM,M,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
AASIMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASIYA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
AASIYAH,F,0.231,1.0,0.0,0.0,0.01,6.0,0.08,2.333
AASLEEN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASMA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AASMI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASOOTAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AASTHA,F,0.077,1.0,0.0,0.0,0.01,6.0,0.029,2.333
AATHAVAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATHI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATHMAJ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATIF,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AATIFAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATIKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATIKAH,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AATIQA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATISH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATMAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AATON,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAURIAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAVAI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVASH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVEN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
AAVESH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVIAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVIR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVREEN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVRY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
AAVYA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
