name,gender,AB_avgVal,BC_avgVal,OT_avgVal,CN_avgVal,NI_avgVal,SC_avgVal,EW_avgVal,UK_avgVal,13_avgVal,BS_avgVal,FS_avgVal,PC_avgVal,TE_avgVal,USA_avgVal,VR_avgVal
FLYN,M,0.0,0.0,0.0,0.0,0.0,1.11,6.73,2.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLYNN,M,4.62,7.83,5.0,5.817,8.85,21.25,198.53,76.21,8.37,10.09,8.84,12.81,8.46,37.55,0.0
FONDA,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.71,6.07,0.0,6.5,6.8,47.81,0.0
FORD,M,1.71,0.0,5.0,2.237,0.0,1.41,5.0,2.137,6.51,6.67,6.8,9.7,7.2,42.08,0.0
FOREST,M,1.64,6.33,6.0,4.657,0.0,1.33,6.12,2.483,7.11,8.92,5.72,8.78,7.9,109.24,0.0
FORREST,M,3.0,7.5,5.0,5.167,0.0,1.0,7.77,2.923,10.11,14.09,7.42,12.77,12.51,346.31,5.8
FORTUNE,F,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.333,6.4,0.0,0.0,0.0,0.0,7.25,0.0
FOSTER,M,3.25,5.0,6.0,4.75,0.0,1.0,5.29,2.097,6.99,6.44,5.8,5.72,7.05,80.27,0.0
FOX,M,2.6,8.33,5.0,5.31,0.0,1.36,12.44,4.6,5.97,6.02,5.67,7.96,7.17,62.92,0.0
FRAN,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,10.12,7.25,0.0,7.91,6.83,64.53,0.0
FRAN,M,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,8.43,0.0
FRANCE,F,1.5,0.0,7.0,2.833,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.5,13.45,0.0
FRANCE,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0
FRANCENE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,6.5,5.35,0.0,5.86,5.75,24.63,0.0
FRANCES,F,4.6,30.02,253.0,95.873,4.22,23.37,121.9,49.83,150.19,101.78,31.23,60.39,120.71,4322.6,20.0
FRANCES,M,1.0,6.0,22.0,9.667,0.0,1.0,0.0,0.333,6.19,5.76,0.0,5.37,5.92,37.67,0.0
FRANCESCA,F,4.52,7.87,7.0,6.463,6.5,17.44,711.0,244.98,15.1,10.79,7.38,17.02,10.86,242.41,0.0
FRANCESCO,M,2.43,6.75,13.0,7.393,0.0,2.03,31.63,11.22,9.02,7.34,5.0,10.41,7.92,66.8,0.0
FRANCESKA,F,1.0,0.0,0.0,0.333,0.0,0.0,4.67,1.557,5.0,0.0,0.0,6.0,0.0,9.62,0.0
FRANCHESCA,F,1.79,0.0,5.0,2.263,0.0,1.22,11.42,4.213,7.22,5.75,5.0,16.43,6.92,71.02,0.0
FRANCINE,F,2.29,6.1,5.0,4.463,0.0,2.15,9.16,3.77,19.71,11.6,7.41,14.14,8.38,310.21,6.25
FRANCIS,F,1.37,8.35,73.0,27.573,0.0,19.33,3.71,7.68,10.91,8.32,5.78,8.69,16.63,212.93,0.0
FRANCIS,M,7.76,20.49,352.0,126.75,12.58,29.79,179.95,74.107,99.63,56.31,12.26,24.05,22.41,2087.37,27.11
FRANCISCA,F,1.12,0.0,0.0,0.373,0.0,1.09,6.78,2.623,5.68,6.6,7.13,11.38,21.76,89.9,0.0
FRANCISCO,M,1.87,0.0,5.0,2.29,3.0,1.42,18.89,7.77,21.83,17.5,30.35,99.77,48.13,955.65,0.0
FRANCO,M,2.06,8.11,9.0,6.39,0.0,1.53,12.47,4.667,6.94,6.41,6.59,12.32,11.41,87.59,0.0
FRANK,M,8.48,35.48,306.0,116.653,5.0,12.05,162.63,59.893,224.56,149.44,47.16,132.54,134.2,6679.49,18.14
FRANK,F,0.0,0.0,5.0,1.667,0.0,31.0,0.0,10.333,6.54,5.91,0.0,6.18,5.95,38.75,0.0
FRANKIE,F,2.57,6.17,5.0,4.58,6.0,5.78,157.85,56.543,12.35,7.78,5.98,8.52,21.19,239.9,0.0
FRANKIE,M,2.0,0.0,5.0,2.333,8.0,7.28,438.0,151.093,14.08,8.67,8.82,16.75,18.14,351.8,0.0
FRANKLIN,M,2.65,7.42,37.0,15.69,3.0,1.29,50.47,18.253,35.13,24.67,8.51,18.03,30.44,985.04,6.69
FRANKLYN,M,1.17,0.0,6.0,2.39,0.0,1.0,12.0,4.333,6.86,5.8,0.0,5.59,5.96,48.42,0.0
