name,gender,IRE1911_AppRank
KILLIE,F,rare
KILLY,F,uncommon
KILMMERY,F,rare
KILNER,M,uncommon
KILPATRICK,M,rare
KILSY,F,rare
KILY,F,rare
KIM,M,uncommon
KIM,F,rare
KIMBERLEY,M,rare
KIMMIE,F,rare
KIMMINS,M,uncommon
KIMMINS,F,rare
KINAHAN,F,rare
KING,M,basic
KING,F,common
KINGSLEY,M,common
KINGSTON,F,rare
KINLEY,M,rare
KINNEAN,M,rare
KINNEAR,M,rare
KINNETH,M,uncommon
KINPLEY,M,rare
KINSAY,F,rare
KINSELLA,F,rare
KINSELLA,M,uncommon
KIORAN,M,rare
KIRAN,M,common
KIRAN,F,rare
KIRK,F,common
KIRK,M,basic
KIRKER,M,uncommon
KIRKPATRICK,F,uncommon
KIRKPATRICK,M,uncommon
KIRKWOOD,M,uncommon
KIRSTEN,F,rare
KIRWAN,F,common
KIRWAN,M,common
KIT,F,uncommon
KIT,M,uncommon
KITCHENER,F,rare
KITCHENER,M,rare
KITE,M,rare
KITE,F,uncommon
KITHLINE,F,rare
KITIE,F,uncommon
KITSY,F,rare
KITT,M,rare
KITTE,F,rare
KITTEY,M,rare
KITTEY,F,uncommon
KITTIE,F,basic
KITTIEA,F,rare
KITTLE,F,rare
KITTY,M,rare
KITTY,F,basic
KITTYANNE,F,rare
KITY,F,uncommon
KIVAN,M,rare
KIVEN,M,rare
KIVIN,M,rare
KIVLEHAN,F,rare
KIZZIA,F,rare
KLLEN,F,common
KLLIE,F,rare
KNAPPY,F,uncommon
KNIETY,F,rare
KNIFE,F,rare
KNOLLYS,M,rare
KNORA,F,uncommon
KNOX,M,common
KNOX,F,rare
KNUD,M,rare
KOBERT,M,rare
KOHEN,M,rare
KOLE,F,rare
KONISLAWS,M,rare
KONONIA,F,rare
KOOMY,F,rare
KORLINE,F,rare
KORS,M,rare
KORURIA,F,rare
KOTE,F,rare
KOTOKA,F,rare
KOULI,F,rare
KOUSEL,M,rare
KRINEL,M,rare
KRISLER,F,rare
KRISTAN,M,rare
KRODORA,F,rare
KUBY,F,rare
KULEY,F,rare
KULIERS,M,rare
KUMARIA,F,rare
KURT,M,rare
KUTE,F,uncommon
KUTHLEEN,F,rare
KWASYUEN,M,rare
KYAN,F,uncommon
KYERAN,M,uncommon
KYLAN,M,rare
KYLE,M,common
KYNN,M,rare
KYRAN,M,basic
KYRIAN,M,rare
KYRLE,M,common
KYRON,M,uncommon
KYRZA,F,rare
KYTHI,F,rare
L,M,basic
L,F,basic
LA,F,rare
LA,M,rare
LAA,F,rare
LABHAOISE,F,rare
LABHRAS,M,common
LABINA,F,uncommon
LABINIA,F,uncommon
LACEY,F,uncommon
LACEY,M,uncommon
LACHIE,M,rare
LACHLAN,F,rare
LACHLAN,M,basic
LACHLEN,M,rare
LACINDA,F,uncommon
LACK,M,common
LACKEY,M,common
LACKLAN,M,rare
LACKY,M,common
LACTITIA,M,rare
LACY,F,common
LADDIE,F,rare
LADDY,M,uncommon
LADERIAE,F,rare
LADISLAR,M,rare
LADY,F,rare
LADYIA,F,rare
LAERRANE,M,rare
LAETATIA,F,rare
LAETITIA,F,common
LAGAN,F,rare
LAHAN,M,rare
LAHANAS,M,rare
LAHIFF,F,rare
LAHIFF,M,rare
LAHOCHE,M,rare
LAHRA,F,rare
LAID,M,rare
LAIDA,F,rare
LAIDEN,F,rare
LAIDIE,F,rare
LAILA,F,rare
LAIRD,F,uncommon
LAIRD,M,common
LAIZZIE,F,common
LAKE,M,basic
LALA,F,uncommon
LALIAN,F,rare
LALICIA,F,rare
LALLA,F,uncommon
LALLIE,F,common
LALLY,F,common
LALOR,F,rare
LALOR,M,rare
LAMAR,F,rare
LAMB,F,rare
LAMBERT,F,rare
LAMBERT,M,basic
LAMENA,F,rare
LAMERAND,M,rare
LAMIS,M,rare
LAMMIE,F,rare
LAMMOND,M,rare
LAMON,F,rare
LAMOND,M,rare
LAMONT,F,rare
LAMONT,M,common
LAN,M,uncommon
LANA,F,uncommon
LANCASTER,F,rare
LANCE,M,uncommon
LANCELET,M,rare
LANCELOT,F,rare
LANCELOT,M,basic
LANCELOTT,M,uncommon
LANCLET,M,rare
LANCLOT,M,uncommon
LANDON,M,rare
LANDRIN,F,rare
LANDY,F,rare
LANE,M,rare
LANE,F,basic
LANELY,M,rare
LANER,F,rare
LANERY,F,rare
LANEX,M,rare
LANEY,F,uncommon
LANEY,M,uncommon
LANG,F,uncommon
LANGFORD,M,basic
LANGLEY,M,common
LANGLOIS,M,uncommon
LANGRISH,M,rare
LANGTRY,M,rare
LANIE,F,rare
LANINE,F,rare
LANKTREE,F,uncommon
LANKTREE,M,uncommon
LANNCE,M,rare
LANNCELOTS,M,rare
LANNETTE,F,rare
LANNIA,F,rare
LANNIE,F,uncommon
LANNIE,M,rare
LANNIN,F,rare
LANNO,M,rare
LANORA,F,rare
LANOUTE,F,rare
LANRENCE,M,rare
LANRY,M,rare
LANSLOT,M,uncommon
LANT,M,uncommon
LANTE,M,rare
LANTEY,M,rare
LANTHE,F,rare
LANTSLOT,M,rare
LANTY,M,basic
LAOISE,F,rare
LAPPIN,M,common
LAPPIN,F,uncommon
LAPSLEY,M,uncommon
LAR,M,uncommon
LARA,M,uncommon
LARA,F,basic
LARAH,F,basic
LARANCE,M,common
LARAUNCE,M,common
LARAUNE,M,rare
LAREISA,F,rare
LARELL,M,rare
LARENCE,M,basic
LARENCE,F,uncommon
LARERIAN,M,rare
LAREWENCE,M,rare
LARGE,M,rare
LARGH,F,rare
LARIA,F,uncommon
LARIANCE,M,rare
LARIE,F,rare
LARINCE,M,rare
LARINIA,F,rare
LARINS,M,rare
LARINS,F,rare
LARITEA,F,rare
LARITTO,F,rare
LARKIN,M,uncommon
LARKIN,F,basic
LARMIES,M,rare
LARMOUR,M,common
LARMOUR,F,common
LARNCE,M,rare
LARNE,M,uncommon
LARNES,M,uncommon
LARNESS,M,uncommon
LARORENCE,M,rare
LARRANCE,M,uncommon
LARRANSE,M,rare
LARRENCE,F,rare
LARRENCE,M,uncommon
LARREY,M,uncommon
LARRIE,F,common
LARRIE,M,common
LARRY,F,rare
LARRY,M,basic
LARS,M,uncommon
LARSE,M,rare
LARTY,F,rare
LARUANCE,M,rare
LARUENCE,M,common
LARUNCE,M,uncommon
LARWANCE,M,rare
LARWENCE,M,uncommon
LARY,F,uncommon
LARY,M,uncommon
LASERIAN,M,rare
LASERION,F,rare
LASIE,F,rare
LASLIE,M,rare
LASLIE,F,rare
LASSENDA,F,rare
LAT,M,uncommon
LATESIA,F,rare
LATHAM,M,rare
LATHERS,F,rare
LATHIE,F,rare
LATIA,F,rare
LATICA,F,uncommon
LATICIA,F,uncommon
LATIMER,M,uncommon
LATIMER,F,rare
LATINA,F,rare
LATISHA,F,uncommon
LATITEA,F,rare
LATITIA,F,basic
LATLY,M,rare
LATTCIA,F,rare
LATTICA,F,rare
LATTIE,F,uncommon
LAU,M,rare
LAUARA,F,rare
LAUARANCE,M,uncommon
LAUARENCE,M,common
LAUARNCE,M,rare
LAUCE,M,rare
LAUCE,F,rare
LAUCHLAN,M,uncommon
LAUD,M,rare
LAUD,F,rare
LAUENCE,M,rare
LAUERANCE,M,rare
LAUERENCE,M,rare
LAUERNCE,M,uncommon
LAUGHAN,M,uncommon
LAUGHAN,F,rare
LAUGHLAN,M,rare
LAUGHLAND,M,rare
LAUGHLIN,M,basic
LAUINA,F,rare
LAUISA,F,common
LAUISE,F,uncommon
LAULA,F,rare
LAUNCELOT,M,basic
LAUNCELOTT,M,rare
LAUNCIE,M,rare
LAUNEELOT,M,rare
LAUNIE,F,rare
LAURA,M,rare
LAURA,F,basic
LAURAETTA,F,rare
LAURANCE,F,rare
LAURANCE,M,basic
LAURANSE,M,rare
LAURCENCE,M,rare
LAURE,F,rare
LAUREANCE,M,uncommon
LAURECE,M,rare
LAURECNE,M,rare
LAUREE,M,rare
LAUREEN,F,rare
LAUREL,F,uncommon
LAURENC,M,rare
LAURENCE,M,basic
LAURENCE,F,uncommon
LAURENCEE,M,rare
LAURENCES,M,common
LAURENE,M,common
LAURENECE,M,rare
LAURENEE,M,common
LAURENOR,M,rare
LAURENS,M,rare
LAURENT,M,rare
LAURENTIA,F,uncommon
LAURENZA,M,rare
LAURETTA,F,uncommon
LAURETTE,F,rare
LAURICE,F,rare
LAURIE,F,common
LAURIE,M,rare
LAURIENCE,M,rare
LAURINA,F,rare
LAURINCE,M,common
LAURINE,F,rare
LAURINE,M,rare
LAURINS,F,rare
LAURINSON,F,rare
LAURINSTON,M,rare
LAURITZ,M,rare
LAURNCE,M,common
LAURNECE,M,rare
LAURNENCE,M,common
LAURRIE,F,rare
LAVAN,F,rare
LAVAN,M,uncommon
LAVANIA,F,uncommon
LAVEINA,F,uncommon
LAVELLE,M,rare
LAVENA,F,common
LAVENDA,F,rare
LAVENIA,F,basic
LAVENIE,F,rare
LAVENNA,F,rare
LAVENNIE,F,rare
LAVENS,M,uncommon
LAVERY,M,uncommon
LAVIMA,F,uncommon
LAVINA,F,basic
LAVINEA,F,uncommon
LAVINIA,F,basic
LAVINIAH,F,rare
LAVINIAN,F,rare
LAVINICA,F,rare
LAVINIE,F,rare
LAVININA,F,uncommon
LAVINIS,M,rare
LAVINIS,F,rare
LAVNA,F,rare
LAVRENCE,M,rare
LAW,F,rare
LAW,M,uncommon
LAWARANCE,M,rare
LAWARENCE,M,common
LAWELLYN,M,rare
LAWEN,M,rare
LAWENCE,M,rare
LAWERANCE,M,basic
LAWERENCE,M,basic
LAWERENCE,F,rare
LAWERENE,M,rare
LAWERINCE,M,rare
LAWERNCE,M,basic
LAWERNS,M,rare
LAWEY,M,rare
LAWLER,F,rare
LAWLESS,M,uncommon
LAWLESS,F,uncommon
LAWLOR,F,rare
LAWLOR,M,uncommon
LAWR,M,uncommon
LAWRANCE,M,basic
LAWRE,F,rare
LAWRECE,M,uncommon
LAWRENCE,F,uncommon
LAWRENCE,M,basic
LAWRENE,M,common
LAWRENS,M,rare
LAWRENSE,M,uncommon
LAWRIE,M,rare
LAWRIE,F,rare
LAWRINCE,M,rare
LAWRNCE,M,rare
LAWRNECE,M,uncommon
LAWRURENCE,M,rare
LAWSEY,F,rare
LAWSON,M,basic
LAWSON,F,rare
LAWTHER,M,rare
LAWTON,M,rare
LAZARIS,M,rare
LAZARUS,M,common
LAZERANS,M,rare
LAZERUS,M,rare
LAZZIE,F,common
LB,F,rare
LEA,F,common
LEA,M,uncommon
LEAA,F,rare
LEADER,M,rare
LEAGEN,M,rare
LEAGH,F,uncommon
LEAGUE,M,common
LEAH,F,basic
LEAHA,F,rare
LEAHY,F,uncommon
LEAHY,M,uncommon
LEAK,F,uncommon
LEAKE,M,rare
LEALIE,F,rare
LEAM,M,uncommon
LEAMIE,F,rare
LEAN,M,common
LEAN,F,uncommon
LEANA,F,common
LEANARD,M,rare
LEAND,F,rare
LEANDER,M,rare
LEANE,F,uncommon
LEANEY,F,rare
LEANEY,M,rare
LEANIE,F,rare
LEANIR,F,rare
LEANN,F,rare
LEANNA,F,basic
LEANNA,M,rare
LEANNIE,F,rare
LEANORA,F,uncommon
LEANORAH,F,rare
LEANORD,M,uncommon
LEAPOLD,M,rare
LEARY,F,uncommon
LEARY,M,uncommon
LEASA,F,rare
LEASHI,F,rare
LEASHIA,F,rare
LEASON,M,uncommon
LEATHAM,F,rare
LEATHAM,M,rare
LEATHEARN,M,rare
LEATHEM,M,rare
LEAVIN,F,rare
LEAVINIA,F,rare
LEBA,F,rare
LEBINA,M,rare
LEBORAH,F,rare
LECIA,F,uncommon
LECKEY,M,rare
LECRIVAIN,M,rare
LECTITIA,F,rare
LEDA,F,uncommon
LEDDEY,M,rare
LEDDIE,F,rare
LEDDIE,M,rare
LEDDY,M,rare
LEDE,M,rare
LEDERE,M,rare
LEDERY,M,rare
LEDEX,M,rare
LEDEZ,M,rare
LEDGER,M,rare
LEDIA,F,uncommon
LEDLIE,M,rare
LEDOURE,M,rare
LEDOUX,M,rare
LEDUN,M,uncommon
LEDWORD,M,rare
LEDZY,M,rare
LEE,M,common
LEE,F,basic
LEEA,F,uncommon
LEEDHAM,M,rare
LEEDY,F,rare
LEELIA,F,rare
LEEMON,M,rare
LEEN,M,uncommon
LEEN,F,uncommon
LEENA,F,common
LEENAH,F,rare
LEENDERT,M,rare
LEENIE,F,rare
LEEO,M,rare
LEES,M,rare
LEES,F,rare
LEESHA,F,uncommon
LEESON,M,uncommon
LEETA,F,rare
LEETCH,F,rare
LEETHTIE,F,rare
LEFEORE,M,rare
LEFEVRE,M,uncommon
LEFIBRE,M,rare
LEFRANZOIS,M,rare
LEFRETRE,M,rare
LEGG,F,uncommon
LEGG,M,uncommon
LEGH,F,rare
LEGIE,F,rare
LEHANE,M,rare
LEHANE,F,rare
LEID,F,rare
LEIGH,M,uncommon
LEIGH,F,rare
LEILA,F,common
LEILAH,F,rare
LEILIA,F,rare
LEILLIAE,M,rare
LEILLIAN,F,rare
LEILY,F,rare
LEIMER,F,rare
LEIN,F,rare
LEINA,F,rare
LEINORE,F,rare
LEIONE,F,rare
LEIRYBRAH,F,rare
LEIS,F,rare
LEISH,M,rare
LEISHA,F,rare
LEISLIE,M,rare
LEISSIE,F,rare
LEITE,F,rare
LEITIA,F,rare
LEITITIA,F,rare
LEIZA,F,uncommon
LEIZEA,F,rare
LEIZEBETH,F,rare
LEIZZA,F,rare
LEIZZETH,F,uncommon
LEIZZIE,F,rare
LELA,F,uncommon
LELAND,F,uncommon
LELAND,M,uncommon
LELEY,F,rare
LELGARDE,F,rare
LELIA,M,rare
LELIA,F,basic
LELIAH,F,rare
LELIAN,F,common
LELIE,F,uncommon
LELILIA,F,rare
LELINA,F,uncommon
LELITIA,F,basic
LELLA,F,uncommon
LELLEN,M,rare
LELLIAN,F,rare
LELLIE,F,common
LELLIES,F,rare
LELLIS,F,rare
LELY,F,uncommon
LEMAITES,M,rare
LEMAITRE,M,uncommon
LEMANDA,F,rare
LEMAUD,M,rare
LEMAY,F,uncommon
LEMIA,F,rare
LEMON,M,uncommon
LEMUEL,M,common
LENA,M,uncommon
LENA,F,basic
LENAGH,F,uncommon
LENAH,F,rare
LENAR,F,rare
LENARD,M,common
LENARE,F,rare
LENARY,M,rare
LENCELOT,M,rare
LENCH,F,rare
LEND,F,rare
LENDRICK,M,uncommon
LENDRUM,M,uncommon
LENE,F,common
LENE,M,uncommon
LENEA,F,rare
LENENA,F,rare
LENERICK,M,rare
LENI,M,rare
LENI,F,rare
LENIA,F,common
LENIE,F,rare
LENIHAN,M,rare
LENIHAN,F,uncommon
LENIS,M,uncommon
LENL,F,rare
LENN,M,rare
LENN,F,uncommon
LENNA,M,uncommon
LENNA,F,common
LENNEA,F,rare
LENNEY,F,rare
LENNIA,F,uncommon
LENNIE,F,uncommon
LENNON,F,uncommon
LENNON,M,basic
LENNOX,M,common
LENNOX,F,uncommon
LENNUS,M,rare
LENNY,M,rare
LENNY,F,rare
LENO,M,rare
LENO,F,common
LENOARD,M,rare
LENOR,F,rare
LENORA,F,basic
LENORAH,F,rare
LENORCH,F,rare
LENORD,M,uncommon
LENORD,F,rare
LENORE,F,uncommon
LENOURD,M,rare
LENOX,M,rare
LENTFORD,M,rare
LENTON,M,rare
LENWEZA,F,rare
LENY,F,uncommon
LENY,M,rare
LEO,M,basic
LEO,F,common
LEOA,M,rare
LEOCADIE,F,rare
LEOINE,F,uncommon
LEON,M,basic
LEON,F,rare
LEONA,F,uncommon
LEONA,M,rare
LEONAR,M,rare
LEONARA,M,rare
LEONARA,F,rare
LEONARD,F,uncommon
LEONARD,M,basic
LEONARDA,F,rare
LEONCE,M,rare
LEONE,F,rare
LEONEARD,M,rare
LEONHARD,M,uncommon
LEONI,F,rare
LEONIA,F,rare
LEONIE,F,basic
LEONIFIA,F,rare
LEONINE,F,rare
LEONORA,F,basic
LEONORD,F,rare
LEONORE,F,rare
LEONTIA,F,uncommon
LEONTINE,F,uncommon
LEONY,M,rare
LEONY,F,uncommon
LEOPOLA,M,rare
LEOPOLD,M,basic
LEOPOLDO,M,rare
LEOPOLE,M,rare
LEOTT,M,rare
LEPERCQUE,M,rare
LEPERQUE,M,rare
LEPOLD,M,rare
LEPRITE,M,rare
LERD,F,rare
LERENA,F,rare
LERENCE,M,common
LERENCE,F,rare
LERESEA,F,rare
LERETTO,F,rare
LERHE,F,rare
LEROY,M,uncommon
LERRY,M,rare
LERRY,F,uncommon
LERTIE,F,rare
LES,M,uncommon
LES,F,rare
LESA,F,rare
LESBEATH,F,rare
LESCEY,F,rare
LESEBY,M,rare
LESHE,M,rare
LESHIA,F,rare
LESHIE,F,rare
LESIA,F,uncommon
LESIE,F,rare
LESLEY,M,uncommon
LESLEY,F,uncommon
LESLIA,M,uncommon
LESLIA,F,uncommon
LESLIC,M,rare
LESLIE,F,common
LESLIE,M,basic
LESMOND,M,rare
LESON,M,rare
LESSA,F,rare
LESSE,F,rare
LESSETTA,F,rare
LESSEY,F,rare
LESSIE,F,basic
LESSIE,M,rare
LESSLIE,M,rare
LESSY,F,common
LESTER,M,common
LESTIE,M,rare
LESTRANGE,M,rare
LETA,M,rare
LETA,F,uncommon
LETATIA,F,rare
LETATICA,F,rare
LETATIE,F,rare
LETCIA,F,rare
LETECHIA,F,uncommon
LETECHY,F,rare
LETECIA,F,uncommon
LETECIAN,F,rare
LETESEA,F,rare
LETETIA,F,basic
LETETIC,F,uncommon
LETETICA,F,rare
LETETTIA,F,rare
LETHA,F,uncommon
LETHAN,F,rare
LETHIA,F,rare
LETHITIA,F,rare
LETIA,F,common
LETICA,F,common
LETICHA,F,uncommon
LETICHIA,F,rare
LETICIA,F,basic
LETIE,F,rare
LETIEA,F,rare
LETILDA,F,rare
LETILIA,F,uncommon
LETILLETIA,F,rare
LETILTIA,F,rare
LETINA,F,uncommon
LETIRIA,F,rare
LETISA,F,rare
LETISHA,F,rare
LETISHEA,F,rare
LETITA,F,basic
LETITABE,F,rare
LETITAL,F,rare
LETITARA,F,rare
LETITIA,F,basic
LETITIA,M,common
LETITICA,F,rare
LETITIE,F,common
LETITIEA,F,rare
LETITIO,F,rare
LETITIS,F,uncommon
LETITISHA,F,rare
LETITITA,F,uncommon
LETITLA,F,uncommon
LETITSHA,F,rare
LETITTIA,F,common
LETLISHA,F,rare
LETTA,F,common
LETTECHA,F,rare
LETTELIER,M,rare
LETTELLIER,M,rare
LETTESSIA,F,rare
LETTETIA,F,rare
LETTEY,F,uncommon
LETTIA,F,basic
LETTICA,F,common
LETTICE,F,common
LETTICHA,F,rare
LETTICHE,F,rare
LETTICHIA,F,rare
LETTICIA,F,common
LETTIE,F,basic
LETTIEUE,F,rare
LETTISA,F,rare
LETTISH,F,uncommon
LETTISHA,F,uncommon
LETTISHIA,F,uncommon
LETTITA,F,common
LETTITIA,F,basic
LETTITTA,F,rare
LETTLEA,F,rare
LETTNICE,F,rare
LETTRICA,F,rare
LETTSHIA,F,rare
LETTY,F,basic
LETYTIA,F,rare
LEUA,F,common
LEUANEY,F,rare
LEUCENDA,F,rare
LEUKE,M,rare
LEUNENCE,M,rare
LEUZIE,F,rare
LEV,M,rare
LEVAY,M,rare
LEVEINA,F,rare
LEVENA,F,uncommon
LEVENIA,F,common
LEVENS,M,rare
LEVEY,F,rare
LEVI,M,common
LEVIA,F,uncommon
LEVIAH,F,rare
LEVIE,M,rare
LEVINA,F,basic
LEVINAH,F,uncommon
LEVINDA,F,rare
LEVINEA,F,rare
LEVINGSTON,M,rare
LEVINIA,F,common
LEVINIER,F,rare
LEVINNA,F,rare
LEVINNIA,F,rare
LEVINS,M,rare
LEVINS,F,uncommon
LEVNIA,F,rare
LEVOY,F,rare
LEW,M,rare
LEWERS,M,uncommon
LEWES,F,rare
LEWES,M,basic
LEWESA,F,uncommon
LEWEY,M,rare
LEWICE,F,rare
LEWIE,M,rare
LEWIE,F,rare
LEWIS,M,basic
LEWIS,F,uncommon
LEWISA,F,uncommon
LEWRY,F,rare
LEWRY,M,rare
LEWSIA,F,rare
LEX,M,rare
LEYIE,F,rare
LEYLAND,M,rare
LEYUS,M,rare
LEZBETH,F,rare
LEZIE,F,uncommon
LEZZABETH,F,rare
LEZZIBATH,F,rare
LEZZIE,F,basic
LF,M,rare
LFC,F,rare
LGNATIUS,M,uncommon
LHORA,F,rare
LIAM,F,rare
LIAM,M,basic
LIBAN,M,rare
LIBBINA,F,uncommon
LIBBY,F,rare
LIBERATO,F,rare
LIBERO,M,rare
LIBERT,M,uncommon
LIBETH,F,rare
LICE,F,rare
LICIE,F,rare
LIDA,F,rare
LIDDIA,F,rare
LIDDIA,M,rare
LIDDIE,F,common
LIDDY,M,rare
LIDDY,F,rare
LIDE,F,rare
LIDIA,F,uncommon
LIDIE,F,rare
LIDWINA,F,rare
LIDYA,F,rare
LIE,F,uncommon
LIELA,F,rare
LIELIA,F,rare
LIEN,F,rare
LIEUWELLAN,M,rare
LIEXEBATH,F,rare
LIGER,F,rare
LIGGIE,F,rare
LIGIE,F,rare
LIGUORI,F,uncommon
LIIZZIE,F,rare
LIJABELLA,F,rare
LIKEN,M,rare
LIL,F,basic
LILA,M,rare
LILA,F,common
LILAH,M,rare
LILAH,F,uncommon
LILAN,F,rare
LILAS,F,rare
LILBURN,F,uncommon
LILBURN,M,uncommon
LILE,M,rare
LILE,F,uncommon
LILEAN,F,uncommon
LILELIAM,F,rare
LILEN,F,uncommon
LILES,F,rare
LILEY,F,common
LILI,F,uncommon
LILIA,F,uncommon
LILIAM,F,rare
LILIAN,F,basic
LILIAN,M,uncommon
LILIANA,F,rare
LILIAS,F,basic
LILIE,M,rare
LILIE,F,basic
LILIEN,F,uncommon
LILILYEN,F,rare
LILION,F,rare
LILIS,F,uncommon
LILIY,F,uncommon
LILKE,F,rare
LILL,M,rare
LILL,F,common
LILLA,F,basic
LILLAH,F,common
LILLAN,F,common
LILLAS,F,rare
LILLAY,F,rare
LILLE,F,basic
LILLEAN,F,rare
LILLEE,F,uncommon
LILLEN,F,rare
LILLER,F,rare
LILLEY,F,basic
LILLI,F,uncommon
LILLIA,M,rare
LILLIA,F,common
LILLIAH,F,rare
LILLIAM,F,uncommon
LILLIAN,F,basic
LILLIAN,M,uncommon
LILLIAS,F,common
LILLIE,F,basic
LILLIE,M,uncommon
LILLIEAN,F,uncommon
LILLIEN,F,uncommon
LILLIES,F,common
LILLIN,F,rare
LILLION,F,rare
LILLITH,F,rare
LILLIY,F,rare
LILLY,F,basic
LILLY,M,rare
LILLYAN,F,rare
LILLYANN,F,rare
LILNY,F,rare
LILO,F,rare
LILY,M,uncommon
LILY,F,basic
LILZIE,F,rare
LIMA,F,rare
LIMENA,F,rare
LIMMEY,F,rare
LIMOTHY,M,common
LINA,M,rare
LINA,F,basic
LINCH,M,rare
LIND,F,uncommon
LINDA,F,basic
LINDEN,M,uncommon
LINDESAY,M,uncommon
LINDLEY,M,rare
LINDLEY,F,rare
LINDON,M,uncommon
LINDSAY,M,basic
LINDSAY,F,common
LINDSEY,M,uncommon
LINDSEY,F,rare
LINE,M,uncommon
LINE,F,rare
LINEA,M,rare
LINEA,F,rare
LINEHAN,M,uncommon
LINEHAN,F,uncommon
LINFOBA,F,rare
LINGLETON,F,rare
LINGLETON,M,uncommon
LINIE,F,rare
LINN,M,rare
LINNA,F,uncommon
LINNESS,F,rare
LINNEY,F,uncommon
LINNEY,M,uncommon
LINNIE,F,basic
LINNY,F,uncommon
LINSDAY,M,rare
LINSEY,F,rare
LINTON,M,uncommon
LINVOLD,F,rare
LINY,F,rare
LIOMN,M,rare
LION,M,rare
LIONEL,M,common
LIONIEL,M,rare
LIONIL,M,rare
LIOUSA,F,rare
LIRRET,F,rare
LIRRIE,F,uncommon
LIS,F,rare
LISA,F,basic
LISA,M,rare
LISABELL,F,rare
LISABET,F,rare
LISABETH,F,uncommon
LISANNAH,F,rare
LISBALLY,F,rare
LISBATH,F,rare
LISBELLA,F,rare
LISBETH,F,rare
LISBETT,F,rare
LISBY,F,rare
LISE,F,uncommon
LISEBETH,F,uncommon
LISEBITT,F,rare
LISETTE,F,uncommon
LISEY,F,common
LISEYBET,F,rare
LISEYBETH,F,rare
LISHA,F,uncommon
LISHAY,F,rare
LISIA,F,uncommon
LISIE,F,common
LISLE,M,rare
LISLIA,F,rare
LISS,F,uncommon
LISSA,F,uncommon
LISSANNAH,F,rare
LISSE,F,common
LISSEY,F,basic
LISSI,F,rare
LISSIA,F,uncommon
LISSIE,F,basic
LISSIE,M,uncommon
LISSY,F,common
LISSYE,F,rare
LISTER,F,rare
LISY,F,rare
LISYCHELS,F,rare
LISYYIE,F,rare
LITETIA,F,rare
LITHGOW,M,rare
LITHSPIE,F,rare
LITIA,F,rare
LITIA,M,rare
LITICA,F,uncommon
LITICIA,F,uncommon
LITISHA,F,rare
LITISKA,F,rare
LITITIA,F,basic
LITITIESA,F,rare
LITLE,F,rare
LITTA,F,rare
LITTEZETIA,F,rare
LITTIAN,F,rare
LITTISA,F,rare
LITTLINGTON,M,rare
LITTY,F,common
LIVANA,F,rare
LIVANIA,F,rare
LIVENIA,F,rare
LIVEY,F,rare
LIVINA,F,uncommon
LIVINEA,F,rare
LIVINGSTON,M,uncommon
LIVINGSTON,F,uncommon
LIVINGSTONE,M,uncommon
LIVINIA,F,common
LIVINIUS,M,rare
LIVREY,F,rare
LIVY,F,rare
LIWELLYN,M,rare
LIWLEY,F,rare
LIXA,F,rare
LIXIE,F,rare
LIXXIE,F,rare
LIXXLE,F,rare
LIYDIA,F,rare
LIZ,F,uncommon
LIZA,F,basic
LIZABATH,F,rare
LIZABEL,F,rare
LIZABELLA,F,rare
LIZABETH,F,basic
LIZABETHANNE,F,rare
LIZABETT,F,rare
LIZABITH,F,rare
LIZABTH,F,rare
LIZANNE,F,uncommon
LIZARD,F,rare
LIZAS,F,rare
LIZBETH,F,common
LIZE,F,common
LIZEA,F,uncommon
LIZEABEATH,F,rare
LIZEBATH,F,rare
LIZEBEATH,F,rare
LIZEBERTH,F,rare
LIZEBETH,F,common
LIZEBTH,F,rare
LIZEFF,F,rare
LIZELATHAN,F,rare
LIZELEIBH,F,rare
LIZETH,F,rare
LIZETTA,F,uncommon
LIZETTE,F,uncommon
LIZEY,F,basic
LIZEYELLEN,F,rare
LIZIA,F,basic
LIZIBATH,F,rare
LIZIBETH,F,uncommon
LIZIE,F,basic
LIZIE,M,rare
LIZIEANN,F,rare
LIZIEBETH,F,rare
LIZILATH,F,rare
LIZIZE,M,rare
LIZY,F,common
LIZZ,F,uncommon
LIZZA,F,basic
LIZZABETH,F,basic
LIZZABTH,F,rare
LIZZAETH,F,rare
LIZZAN,F,uncommon
LIZZANNA,F,rare
LIZZANNE,F,rare
LIZZAY,F,rare
LIZZBETH,F,rare
LIZZBITH,F,rare
LIZZE,F,basic
LIZZEBEATH,F,rare
LIZZEBETH,F,common
LIZZEBTH,F,rare
LIZZEE,F,rare
LIZZEI,F,uncommon
LIZZEIA,F,rare
LIZZETTA,F,rare
LIZZETTE,F,uncommon
LIZZEY,M,uncommon
LIZZEY,F,basic
LIZZI,F,common
LIZZIA,F,basic
LIZZIABET,F,rare
LIZZIBATH,F,rare
LIZZIBETH,F,uncommon
LIZZIBHET,F,rare
LIZZIC,F,rare
LIZZICE,F,rare
LIZZIE,M,common
LIZZIE,F,basic
LIZZIEBET,F,rare
LIZZIEBETH,F,common
LIZZIEBITH,F,rare
LIZZIEBTH,F,rare
LIZZIES,F,rare
LIZZIEY,F,uncommon
LIZZIIE,F,rare
LIZZIO,F,rare
LIZZIY,F,basic
LIZZLE,F,uncommon
LIZZY,F,basic
LLALIES,F,rare
LLEEN,F,rare
LLEWELLYAN,M,rare
LLEWELLYN,M,common
